board_string,width,height,boxes,is_solvable,dataset_type,shell_hash
"########
# . ## #
#  $#  #
# .$.  #
##$#$  #
#  . @##
##$#.###
#.$  $ #
#  $ . #
#  .####
########",8,11,8,1,"positive",5805329593924625071
"##############
# ## #.  # # #
#  # #  ## # #
#    #   # #.#
# ..@# $$$.  #
# # ###  #$  #
#    #  ##  .#
## ## ###  # #
#  $   # # # #
##$## # .# # #
# . # ##$#   #
# ##    $    #
# ### ## #####
##############",14,14,8,0,"easy_negative",14202301051621808005
"########
# . ## #
#  $#  #
# .$.  #
##$#$  #
#  .  ##
##$#.###
#.$  $ #
#  $@. #
#  .####
########",8,11,8,1,"positive",5805329593924625071
"########
#      #
##  ## #
###### #
## # $ #
#   $#.#
## #$$ #
# $@ ###
# #.$###
#.$.   #
# ####.#
#  ### #
#.  .  #
########",8,14,7,0,"easy_negative",3937724098511074335
"########
# + ## #
#  $#  #
# .$.  #
##$#$  #
#  .  ##
##$#.###
#.$  $ #
#  $ . #
#  .####
########",8,11,8,0,"hard_negative",5805329593924625071
"########
# . ## #
#  $#  #
#@.$.  #
##$#$  #
#  .  ##
##$#.###
#.$  $ #
#  $ . #
#  .####
########",8,11,8,0,"hard_negative",5805329593924625071
"########
# . ## #
#  $#  #
# .$.  #
##$#$  #
#  .  ##
##$#.###
#.$  $ #
#  $ .@#
#  .####
########",8,11,8,1,"positive",5805329593924625071
"########
##.    #
## $$# #
###..  #
### #  #
##  #  #
#   # .#
#  $# ##
#  $   #
#####@##
########",8,11,4,0,"easy_negative",11775189636434788879
"########
# . ## #
#  $# .#
# .$.  #
##$#$  #
#  .  ##
##$# ###
#.$  $ #
#  $ .@#
#  .####
########",8,11,8,1,"positive",5805329593924625071
"###########
#    #   ##
# #  #   ##
#  $$#.. ##
#    @#  ##
#.#  ##  ##
#    .#  ##
## $  $   #
###. #$ # #
##        #
###########",11,11,5,1,"positive",3306371948023806517
"###########
#   ## ####
##..##  # #
### $$ $$ #
## #$$. ###
# . @##.###
## # ## . #
###########",11,8,6,0,"easy_negative",10254857853505522701
"###########
#  . .  . #
# #   #@###
####$## ###
####  $$$ #
#.# ###  ##
#       ###
###########",11,8,4,0,"easy_negative",1529017456425728523
"###########
#    #   ##
# #  #   ##
# .$$#.. ##
#    @#  ##
# #  ##  ##
#    .#  ##
## $  $   #
###. #$ # #
##        #
###########",11,11,5,1,"positive",3306371948023806517
"##############
##### #   ## #
#  # $ ##$## #
#.  #.###  . #
# #  .    ## #
# #$ ####  # #
# #  ####$## #
# #$$ ###  ###
# #@  ##    ##
# #  ###  ## #
###.##### ## #
###$#.### ## #
#  .  #      #
##############",14,14,7,0,"easy_negative",9978592197986476828
"###########
#    #   ##
# #  #   ##
#@.$$#.. ##
#     #  ##
# #  ##  ##
#    .#  ##
## $  $   #
###. #$ # #
##        #
###########",11,11,5,1,"positive",3306371948023806517
"###########
#    #   ##
# #  #   ##
#@.$$# . ##
#     #  ##
# #  ##  ##
#    .#  ##
## $  $   #
###. #$ # #
##   .    #
###########",11,11,5,1,"positive",3306371948023806517
"###########
#    #   ##
# #  # $ ##
#@.$$# . ##
#     #  ##
# #  ##  ##
#    .#  ##
## $      #
###. #$ # #
##   .    #
###########",11,11,5,1,"positive",3306371948023806517
"##############
## #   # # . #
#      $$$ . #
## ##### # . #
##      ##. ##
## # $  ## .##
#######    $##
## # ## ##  ##
#    ## .#  ##
## #     .  ##
#   #  $#  ###
#  ###$ # @###
#####   #    #
##############",14,14,7,0,"easy_negative",13841154731249399048
"########
#  .   #
#  .#@ #
# $.## #
# .## ##
# .# $ #
# $##.##
# $$$. #
# #$$###
# .  ###
########",8,11,8,0,"easy_negative",17510832462371275584
"##############
##           #
##   ###  .###
##.$ ####  ###
### ##      ##
#  ## $ #   ##
# ##        ##
#   # #    ###
#  $ $@## .###
#.  # ###    #
##############",14,11,4,0,"easy_negative",18091612053831817465
"########
# . ## #
#  $#@.#
# .$.  #
##$#$  #
#  .  ##
##$# ###
#.$  $ #
#  $ . #
#  .####
########",8,11,8,1,"positive",5805329593924625071
"##############
#         ####
####@# $### ##
# .$ .$.###  #
# #$$$$##### #
#.# .#    ## #
# #   .  .   #
##############",14,8,7,0,"easy_negative",12391020289124685917
"###########
#   ##    #
# #### #  #
# ##. .## #
#    $$   #
#### # ####
## #  @   #
#.  ##  # #
#   ##$ # #
#    .$ # #
#  #$ #   #
## #. # # #
####  #####
###########",11,14,5,1,"positive",14508756694748296580
"###########
#  . ## ###
#.    # ###
####  #   #
##   ## ###
##  . # ###
###     $ #
#    ## # #
# #   #####
#  $  # # #
##$#   .  #
# $@###$  #
## #  .   #
###########",11,14,5,0,"easy_negative",1705957760794969760
"###########
#   ##    #
# #### #  #
# ##  .## #
#    $$   #
#### # ####
## #  @   #
#.  ##  # #
#   ##$ # #
#    .$.# #
#  #$ #   #
## #. # # #
####  #####
###########",11,14,5,1,"positive",14508756694748296580
"########
#### ###
# #  ###
#     .#
######@#
#   # .#
#. .   #
#   $  #
## $ # #
### $  #
# $  ###
# # $###
####.  #
########",8,14,5,0,"easy_negative",12817718733519703036
"###########
#  ###    #
# $## $. ##
#. #@   ###
#     $$###
# # .# . ##
#   #######
###########",11,8,4,1,"positive",11915183720506817508
"###########
#  ###    #
#  ## $. ##
#. #@$  ###
#     $$###
# # .# . ##
#   #######
###########",11,8,4,1,"positive",11915183720506817508
"###########
#  ###    #
#  ## $. ##
#. # $  ###
#     $$###
# # .# + ##
#   #######
###########",11,8,4,1,"positive",11915183720506817508
"###########
#  ###    #
#  ## $. ##
#.@# $  ###
#     $$###
# # .# . ##
#   #######
###########",11,8,4,1,"positive",11915183720506817508
"###########
#  ###    #
#  ## $. ##
#. # $  ###
#     $$###
# # .# . ##
# @ #######
###########",11,8,4,1,"positive",11915183720506817508
"##############
####.   #   ##
#  $ $ ### ###
#  $ .  #   ##
##  # # $   .#
##$  #  #### #
##  ### #### #
# #    ### ###
# # #### #  ##
# # # #  # . #
#  $ $   . . #
## $### # @# #
###  ..   ####
##############",14,14,8,0,"easy_negative",11569430748553435621
"##############
#  ##  ##  .##
#  ## $#@ #.##
#  ##     ####
#.  ## ###   #
# # #    # ###
#     $  $.###
#.  # ###  $ #
# # $  ##  # #
##### #      #
##############",14,11,5,0,"easy_negative",380834754463272727
"##############
######  #   ##
#   #  $#$  ##
#       #  ###
#        .$  #
#### ## #  # #
# @  ## . ####
##  # ########
### $ ..$. $ #
##  # #    . #
#   ##    #  #
# # #   # ## #
#      ####  #
##############",14,14,6,0,"easy_negative",8222338376417857116
"###########
#   ##    #
# #### #  #
# ##   ## #
#    $$   #
#### # ####
## #  @   #
#.  ##  # #
#   ##$ # #
#    .$.# #
# .#$ #   #
## #. # # #
####  #####
###########",11,14,5,1,"positive",14508756694748296580
"########
# # ## #
# #$## #
# #    #
#@$ $###
# #   ##
#   .$ #
# $### #
##.### #
### .  #
#  .#$##
## . $ #
###.#.##
########",8,14,7,0,"easy_negative",16284061951700656566
"##############
##   #       #
## $ #$ #$#  #
###  #  $ ##.#
## #  .$  .  #
#   @## #$## #
## # ##$  ## #
####### #  ###
#  ..#  #$ ###
#      .#.  .#
##############",14,11,8,0,"easy_negative",15564691075182963649
"###########
# ##    ###
#  # ### ##
# $ .###  #
##. ## $ ##
##  ## #.##
##. $  ####
#   $## ###
####  #  ##
#   $ #  ##
#  #     ##
#  ##    ##
# @###  .##
###########",11,14,5,0,"easy_negative",2380668301316409260
"###########
#   ##   @#
# #### #  #
# ##   ## #
#    $$   #
#### # ####
## #      #
#.  ##  # #
#   ##$ # #
#    .$.# #
# .#$ #   #
## #. # # #
####  #####
###########",11,14,5,1,"positive",14508756694748296580
"###########
#   ##   @#
# #### #  #
# ##   ## #
#    $$   #
#### # ####
## #      #
#.  ##  # #
#   ##$ # #
#    . .# #
# .#$ #   #
## #* # # #
####  #####
###########",11,14,5,0,"hard_negative",14508756694748296580
"########
#  .## #
# $@##.#
# $ $. #
##$## ##
#     .#
## ## ##
########",8,8,4,0,"easy_negative",17450056340936945218
"###########
#   ##@   #
# #### #  #
# ##   ## #
#    $$   #
#### # ####
## #      #
#.  ##  # #
#   ##$ # #
#    .$.# #
# .#$ #   #
## #. # # #
####  #####
###########",11,14,5,1,"positive",14508756694748296580
"##############
#       ##  .#
##@ $#   # # #
#### $ $     #
## $ . . #   #
## # ## ## # #
#### ## .#####
##############",14,8,4,0,"easy_negative",8929213309671856168
"########
##     #
##   # #
###.   #
#### $ #
#  $ # #
#  $ . #
#.#    #
# # $###
#@#. ###
########",8,11,4,1,"positive",17930398930345700656
"########
##     #
##   # #
###. . #
#### $ #
#  $ # #
#  $   #
#.#    #
# # $###
#@#. ###
########",8,11,4,0,"hard_negative",17930398930345700656
"########
##     #
##   # #
###.$  #
#### $ #
#  $ # #
#  $ . #
#.#    #
# #  ###
#@#. ###
########",8,11,4,1,"positive",17930398930345700656
"########
##     #
##   # #
###.$  #
#### $ #
#  $ # #
#    . #
#.# $  #
# #  ###
#@#. ###
########",8,11,4,1,"positive",17930398930345700656
"########
##     #
##   # #
###.$  #
#### $ #
#  $ # #
#  @ . #
#.# $  #
# #  ###
# #. ###
########",8,11,4,1,"positive",17930398930345700656
"##############
####   .###.##
##   #   # $ #
###    . ## ##
# # ## # @  .#
# #$ # ##$ # #
# #$##$#. ####
#   #.$ $  ###
### #   ##  ##
###.#   ##   #
##############",14,11,7,0,"easy_negative",11648822364676428307
"########
##     #
##   # #
###.$  #
#### $ #
#  $ # #
#    . #
#.# $  #
# #  ###
# #+ ###
########",8,11,4,1,"positive",17930398930345700656
"########
#  ## ##
# $# $.#
# @##.##
#.$$..##
# #$$$##
#. .  ##
########",8,8,7,0,"easy_negative",16664406329594991466
"##############
#    ##   ## #
###$  #$# ## #
###  ...    @#
## .## #$ #$ #
##   #$#  #  #
##  ## ## #  #
###  $.## ##.#
## $$ .#  ##.#
####    ##   #
##############",14,11,8,0,"easy_negative",14509357677134367975
"########
#    ###
# #.$ ##
# $ ####
#..$ ###
## $.###
#### @ #
########",8,8,4,0,"easy_negative",8183437485834845050
"########
#.  ## #
#.# #  #
#.  $. #
# $#.# #
# $#####
# .# #.#
# $$$$ #
#@ # ###
# ## ###
########",8,11,7,0,"easy_negative",11512416433033720715
"##############
#  .###### ###
# #.#    # ###
# $$@     .  #
#    $$# # # #
# #  #     # #
#    . # # # #
##############",14,8,4,1,"positive",6539047548992848356
"##############
#  .###### ###
# #.#    # ###
# $$@ .      #
#    $$# # # #
# #  #     # #
#    . # # # #
##############",14,8,4,1,"positive",6539047548992848356
"##############
#  .###### ###
# #.#    # ###
# $$@ *      #
#    $ # # # #
# #  #     # #
#    . # # # #
##############",14,8,4,1,"positive",6539047548992848356
"##############
#  .###### ###
# #.#    # ###
# $$  * @    #
#    $ # # # #
# #  #     # #
#    . # # # #
##############",14,8,4,1,"positive",6539047548992848356
"##############
#. .###### ###
# # #    # ###
# $$  * @    #
#    $ # # # #
# #  #     # #
#    . # # # #
##############",14,8,4,1,"positive",6539047548992848356
"###########
#      ####
#    #  $ #
####      #
#  .# # ###
#  @   $###
#   # # $ #
# ####  $ #
# #### ## #
#    . ## #
###$# #####
##    . .##
#   #.# ###
###########",11,14,5,0,"easy_negative",3672709361829390173
"##############
#         #  #
####.# $####.#
# @ .  $###  #
## #  # ##   #
#     # ## $.#
## #  #  $ $ #
# . # #$.$####
### ### # # ##
###        .##
##############",14,11,7,0,"easy_negative",11468425603574717813
"##############
#.# # #      #
# #  .  #$## #
# # #.#  $## #
#   ###   ####
### .$@#  $  #
###    ##    #
##############",14,8,4,0,"easy_negative",6167935516740470552
"########
#@######
#.###  #
# $ ##.#
#. $$  #
#  # # #
########
########",8,8,3,0,"easy_negative",2702390624826305051
"###########
##@    .  #
##  ## ## #
##  ## ## #
# ####$# ##
#  ###$$  #
#.  .  # ##
###  ## $.#
###  ##   #
#         #
###########",11,11,4,0,"easy_negative",8075428869549409583
"###########
#### ##  ##
#.$   # $##
#   . $. ##
####$  # ##
## # #$   #
## .@  #.##
###########",11,8,5,1,"positive",602061589712423755
"###########
##.########
# $  #   .#
## #  $ $ #
#  .## $# #
#.  ## $# #
####@.  # #
###########",11,8,5,0,"easy_negative",9499082269354931131
"###########
#### ##  ##
# $   # $##
#   . $..##
####$  # ##
## # #$   #
## .@  #.##
###########",11,8,5,0,"hard_negative",602061589712423755
"###########
#### ##  ##
#.$   # $##
#  $. $. ##
####$  # ##
## # #    #
## .@  #.##
###########",11,8,5,1,"positive",602061589712423755
"###########
#### ##  ##
#.$   # $##
#   .$$. ##
####$  # ##
## # #    #
## .@  #.##
###########",11,8,5,0,"hard_negative",602061589712423755
"###########
#### ##  ##
#.$$  # $##
#  $. $. ##
####   # ##
## # #    #
## .@  #.##
###########",11,8,5,0,"hard_negative",602061589712423755
"###########
#### ##  ##
#.$   # $##
#  *. $. ##
####$  # ##
## # #    #
## .@  # ##
###########",11,8,5,0,"hard_negative",602061589712423755
"###########
#### ##  ##
#.$   # $##
#  $. $. ##
####$  #@##
## # #    #
## .   #.##
###########",11,8,5,1,"positive",602061589712423755
"###########
#### ##  ##
#.$   # $##
#  $. $. ##
####$  # ##
## # #    #
## .  @#.##
###########",11,8,5,1,"positive",602061589712423755
"###########
#### ##  ##
#.$  @# $##
#  $. $. ##
####$  # ##
## # #    #
## .   #.##
###########",11,8,5,1,"positive",602061589712423755
"##############
#   ###   # ##
#     ##  $  #
#  . #### # ##
## $ $  #    #
### #  ###$###
##  ### #. ###
## #   .##$ ##
# $.  #  # $##
##.#.##### $##
#. .         #
# #   # #   ##
#   ### @  ###
##############",14,14,8,0,"easy_negative",9277307053518809123
"###########
#.##    ###
# ## ## ###
# . $##.  #
##. $$  ###
## #  $@###
#######   #
###########",11,8,4,0,"easy_negative",6486157744111136098
"##############
##      ######
### .#$  # # #
##       #   #
## # ##      #
#   # # #  # #
## ##      . #
## .   ####  #
##    #   #  #
###  ##   #  #
##@  $.  $ $ #
### ##  #  # #
##  ## #######
##############",14,14,4,0,"easy_negative",193045907547180994
"###########
#      # ##
#  .  @   #
#.$ ####$##
##  $   $ #
## #### #.#
# ##    . #
# $  $ $###
# #.$ #. ##
# . .##   #
###########",11,11,8,0,"easy_negative",5420213433262243656
"###########
#  ..    ##
# # ### $##
#   $   .##
##$# ##$  #
#.   ##   #
## #      #
#@ ### # ##
#  ##     #
# ###  # ##
###########",11,11,4,1,"positive",14058003933077196587
"###########
#  ..    ##
# # ### $##
#  @$   .##
##$# ##$  #
#.   ##   #
## #      #
#  ### # ##
#  ##     #
# ###  # ##
###########",11,11,4,1,"positive",14058003933077196587
"###########
#  ..@   ##
# # ### $##
#   $   .##
##$# ##$  #
#.   ##   #
## #      #
#  ### # ##
#  ##     #
# ###  # ##
###########",11,11,4,1,"positive",14058003933077196587
"###########
#    . ## #
#.##   #  #
# ######$ #
# $ ##    #
# ###  ## #
# ###  ## #
#  $ ##   #
# ## .# ###
# ##  $ ###
#. #     .#
#  ####$  #
#  #    @ #
###########",11,14,5,0,"easy_negative",12059770176440642893
"###########
#  ..@  .##
# # ### $##
#   $   .##
##$# ##$  #
#    ##   #
## #      #
#  ### # ##
#  ##     #
# ###  # ##
###########",11,11,4,1,"positive",14058003933077196587
"##############
#    @ ## # ##
#   ## ## $$ #
###### $$.# ##
#  . . # .   #
#.# #####$## #
# $ # ##  ## #
#  ## #   ## #
#  #    # # ##
# ### #   . ##
##############",14,11,6,0,"easy_negative",337678992258833797
"##############
###  ##.  # ##
###   #.#    #
#   $. $  # ##
##.##  # # ###
# $ ## $$$$.##
## ##  #@#.  #
## #    ##   #
# $ ### ####.#
## #   .  ## #
##############",14,11,8,0,"easy_negative",15640106912058930955
"##############
#  #       .##
#  #  $     ##
# $#   ###  ##
# $$ #####   #
###@. ## $   #
### ...      #
##############",14,8,5,0,"easy_negative",6658919594244101347
"###########
#  ..@  .##
# # ### $##
#   $   .##
##$# ##   #
#   $##   #
## #      #
#  ### # ##
#  ##     #
# ###  # ##
###########",11,11,4,1,"positive",14058003933077196587
"########
###.## #
###.#. #
#@.$.$ #
# $$$$ #
# #$# .#
#  .####
########",8,8,7,0,"easy_negative",14269160858868718086
"########
#   #  #
# # # .#
# $$#$.#
#   .$ #
# #  # #
#   @ .#
########",8,8,4,1,"positive",12492882249960108507
"########
#   #  #
# # # .#
# $ #$.#
#   *$ #
# #  # #
#   @ .#
########",8,8,4,0,"hard_negative",12492882249960108507
"##############
#   # #.  # ##
###      #.$ #
###$# # ### ##
#  $$  .     #
###.## ##$#  #
###.##@## ## #
##############",14,8,5,0,"easy_negative",2694518116033003279
"########
#   #  #
# # # +#
# $$#$.#
#   .$ #
# #  # #
#     .#
########",8,8,4,1,"positive",12492882249960108507
"########
#   #  #
# # # +#
# $ #$.#
# $ .$ #
# #  # #
#     .#
########",8,8,4,1,"positive",12492882249960108507
"########
#   #  #
# # # .#
# $ #$+#
# $ .$ #
# #  # #
#     .#
########",8,8,4,1,"positive",12492882249960108507
"########
#   #  #
# # # .#
# $.#$+#
# $  $ #
# #  # #
#     .#
########",8,8,4,1,"positive",12492882249960108507
"###########
#### #. ###
## #$# . ##
#.$#$# $$ #
#@$$$. # .#
# # ##.# ##
#  .##.####
###########",11,8,8,0,"easy_negative",3121179672606141092
"###########
#    .   ##
#@## ##$###
# ## ##$ ##
# $.## . ##
#.#$$.#$ ##
#.   ## ###
###########",11,8,6,0,"easy_negative",11767847072639171568
"########
# ..# ##
# $$ $ #
# $ #$##
# ###.##
#  # $.#
### # ##
#  .  .#
#  #$# #
####   #
###### #
## ### #
## .  @#
########",8,14,7,0,"easy_negative",8166564963850584989
"###########
##### #.  #
#.  $.$ ###
#  .# # ###
#.$# $ $ ##
#  # @ # ##
# #########
###########",11,8,5,0,"easy_negative",3824324775326384381
"###########
#        ##
# $.#### ##
#. $   ####
#  #  @   #
#  # #$ # #
# $#.     #
#     # $##
# #.  #  ##
#.    # ###
###########",11,11,5,1,"positive",1620062743244300161
"###########
# .   .# ##
# # $#    #
#      # ##
#    ## $ #
###. #  $ #
###  ##   #
# $   ##$ #
# ##  ##  #
# ##  ##$ #
# ##@## . #
# #  .#   #
# ##. #   #
###########",11,14,6,0,"easy_negative",379557901162505619
"###########
#        ##
# $.#### ##
#. $   ####
#  #      #
#  # #$ # #
# $#.     #
#     # $##
# #.  #  ##
#.  @ # ###
###########",11,11,5,1,"positive",1620062743244300161
"##############
#.   ##  .  .#
# #  ## #   ##
#    $  .$.###
# .### # #   #
## ##      # #
###    # #   #
#      #### ##
####### @    #
#   $ $ $ # ##
# . ##$  $#  #
### ##  # # ##
###    #######
##############",14,14,7,0,"easy_negative",4747445240221414039
"###########
#        ##
# $ #### ##
#. $   ####
# .#      #
#  # #$ # #
# $#.     #
#     # $##
# #.  #  ##
#.  @ # ###
###########",11,11,5,1,"positive",1620062743244300161
"###########
#        ##
#   #### ##
#. $   ####
# .#      #
#  # #$ # #
# $#.     #
# $   # $##
# #.  #  ##
#.  @ # ###
###########",11,11,5,1,"positive",1620062743244300161
"###########
#        ##
#   #### ##
#. $   ####
# .#      #
#  # #$ # #
# $#      #
# $   # $##
# #.  #. ##
#.  @ # ###
###########",11,11,5,1,"positive",1620062743244300161
"########
#. . . #
# #$ # #
#. $####
#.$  $ #
#  ## @#
###### #
#.  $. #
# $$$ .#
#   ####
########",8,11,8,0,"easy_negative",15863979779675185107
"###########
### ###   #
##   # $  #
##. $. $. #
#  .@ $$ ##
####### ###
#   # #  ##
# # $   . #
# #  #   .#
# # #######
###########",11,11,6,0,"easy_negative",16788030281862529100
"###########
#  # ..@ .#
# .###$$#.#
# ####$ $ #
# $  $$ #.#
# . ###$# #
####.   # #
###########",11,8,8,0,"easy_negative",2940931058327856824
"########
# .    #
# #$ # #
#    $ #
# $  $.#
####$# #
#.  .@ #
#  .$  #
### ## #
### ##.#
########",8,11,6,1,"positive",5224330356645421197
"###########
#  .   .###
#@. ##   ##
#   ## ####
# # ##$$  #
# # ## ####
# #$ $    #
# $ # $$  #
# # # .####
#  .# .  .#
###########",11,11,7,0,"easy_negative",6173749881575459999
"########
# .    #
# #$ # #
#      #
# $$ $.#
####$# #
#.  .@ #
#  .$  #
### ## #
### ##.#
########",8,11,6,0,"hard_negative",5224330356645421197
"##############
#    .   .   #
# # ##.$# ####
#   ##    # ##
# $ $  ##.  ##
### $#@  # ###
###     ##  ##
##############",14,8,4,1,"positive",10368491185634222268
"###########
###       #
### $#.####
# $  $  $ #
# $#.     #
#  #$# ####
#  #@..   #
#.  ####$ #
# #  . #  #
####  .#  #
###########",11,11,7,0,"easy_negative",228233890967247549
"##############
#    .       #
# # ##.$# ####
#   ##    # ##
# $ $  ##.  ##
### $#@  # ###
###     ## .##
##############",14,8,4,0,"hard_negative",10368491185634222268
"##############
#    .   .   #
# # ##.$# ####
#   ##    # ##
# $ $  ##.  ##
### $#   # ###
###   @ ##  ##
##############",14,8,4,1,"positive",10368491185634222268
"###########
####..   .#
#@. $ $## #
#  $$  ## #
##$####   #
#    .# ###
##.# ## ###
#    #    #
### ###$  #
###  #    #
###########",11,11,6,0,"easy_negative",10013140829407394828
"##############
#    .   .   #
# # ##.$#$####
#   ##    # ##
#   $  ##.  ##
### $#   # ###
###   @ ##  ##
##############",14,8,4,1,"positive",10368491185634222268
"##############
#    .   .   #
# # ## $#$####
#   ##    # ##
#   *  ##.  ##
### $#   # ###
###   @ ##  ##
##############",14,8,4,1,"positive",10368491185634222268
"##############
## ##### # . #
#     $    # #
## #   # #   #
# $ # #   # ##
##  .# $     #
### ###   # ##
# ### # # ####
#  #    # # ##
#  ## # # # @#
#    .  $   .#
#   ##   # # #
#   ##  ##   #
##############",14,14,4,0,"easy_negative",16238170535108238734
"########
# .    #
# #$ # #
#    $ #
# $  $.#
####$# #
#.$ .@ #
#  .   #
### ## #
### ##.#
########",8,11,6,1,"positive",5224330356645421197
"########
###    #
###$  ##
#   .###
###$####
## $.# #
#     .#
##@   .#
##$ ## #
##  ## #
########",8,11,4,0,"easy_negative",15744289863179022763
"##############
#    .   .   #
# # ## $#$####
#   ##    # ##
#   *  ##   ##
### *#   # ###
###   @ ##  ##
##############",14,8,4,0,"hard_negative",10368491185634222268
"###########
#####  ## #
#   #  ## #
#..$#. .$.#
# . # $   #
# # ##$ ###
# $ #@  ###
#   # ## ##
# .$ $  $.#
##### ## ##
###########",11,11,8,0,"easy_negative",13794982617839155942
"##############
#   ..   .   #
# # ## $#$####
#   ##    # ##
#   *  ##   ##
### $#   # ###
###   @ ##  ##
##############",14,8,4,0,"hard_negative",10368491185634222268
"##############
#    .   .   #
# # ## $#$####
#.  ##    # ##
#   $  ##.  ##
### $#   # ###
###   @ ##  ##
##############",14,8,4,0,"hard_negative",10368491185634222268
"##############
#    .   .   #
# # ##$ #$####
#   ##    # ##
#   *  ##.  ##
### $#   # ###
###   @ ##  ##
##############",14,8,4,1,"positive",10368491185634222268
"###########
####    # #
# $  #  # #
#  .    # #
#  #$## $ #
# ##$#### #
#. #   ##@#
#   ##.   #
##  ## $###
#### . .###
###########",11,11,5,0,"easy_negative",7852364284040523129
"########
# . @  #
# #$ # #
#    $ #
# $  $.#
####$# #
#.$ .  #
#  .   #
### ## #
### ##.#
########",8,11,6,1,"positive",5224330356645421197
"##############
#@   # ..  ###
#   ### ## ###
#  . #  ## $ #
### ###.##   #
##     #   # #
# $$$ $## ####
#.## $     ###
# # $ # #  .##
# ## ##    .##
##############",14,11,7,0,"easy_negative",2260974652614946697
"########
# . @  #
# #$ # #
#    $ #
# $  $.#
#### # #
#.$$.  #
#  .   #
### ## #
### ##.#
########",8,11,6,0,"hard_negative",5224330356645421197
"########
# .    #
# #$ # #
#    $ #
# $  $.#
####$# #
#.$ .  #
#  . @ #
### ## #
### ##.#
########",8,11,6,1,"positive",5224330356645421197
"########
## ##.##
# $. $ #
##.## ##
##$## ##
#  . . #
##$##.##
##@.####
##$ #  #
##  $  #
#  $   #
###$## #
###.## #
########",8,14,8,0,"easy_negative",1164616724375119908
"########
# . @  #
# #$ # #
#    $ #
# $  $.#
####$# #
#.$ .  #
#  .   #
### ## #
### ##.#
########",8,11,6,1,"positive",5224330356645421197
"##############
#     #   ##.#
###.  #  ### #
###   #$##   #
###$ #     ###
### ### #$  ##
#    #    .$.#
###  $     # #
#  #### ######
# ## .  ## # #
#  $ ####@   #
# ## #### ## #
# ##   .  ## #
##############",14,14,6,0,"easy_negative",4487058155428782974
"###########
#   ### ###
###   # ###
###  ##   #
####     ##
## #  #$ ##
##   ##  ##
#### ##$  #
#    ##.# #
#. $      #
## .# $## #
### ##   ##
## .# @ ###
###########",11,14,4,1,"positive",5875218725631668887
"###########
#   ### ###
###   # ###
###  ##   #
####     ##
## #  #$ ##
##   ##  ##
#### ##$  #
#    ##.# #
#. $      #
## .# $## #
###.##   ##
##  # @ ###
###########",11,14,4,1,"positive",5875218725631668887
"###########
#   ### ###
###   # ###
###  ##   #
#### .   ##
## #  #$ ##
##   ##  ##
#### ##$  #
#    ## # #
#. $      #
## .# $## #
###.##   ##
##  # @ ###
###########",11,14,4,1,"positive",5875218725631668887
"###########
#   ### ###
###   # ###
###  ##   #
#### .   ##
## #  #$$##
##   ##  ##
#### ##$  #
#    ## # #
#. $      #
## .#  ## #
###.##   ##
##  # @ ###
###########",11,14,4,1,"positive",5875218725631668887
"###########
#   ### ###
###   # ###
###  ## . #
#### .   ##
## #  #$$##
##   ##  ##
#### ##$  #
#    ## # #
#. $      #
##  #  ## #
###.##   ##
##  # @ ###
###########",11,14,4,1,"positive",5875218725631668887
"###########
#   # #   #
# # .    .#
#.  # #####
# $$   # ##
# #$  #.  #
# $  ### ##
###@  .   #
##  ##  # #
#   ##    #
#    # $  #
# ## #  ###
# ## #  ###
###########",11,14,5,0,"easy_negative",5264972704868900870
"###########
#   .  #  #
#   ####$ #
# $ #.##  #
###    @ ##
###$  # $##
#  $ ##. ##
#       $ #
##.   .## #
####   ## #
##.## ##  #
#.$ .$ #  #
## ## ##  #
###########",11,14,8,0,"easy_negative",6565203128876910020
"##############
##  ###   ####
###.# ###  # #
##    ###    #
#    $  #### #
# #  ## ###  #
#### ## @    #
#  $$ ### # ##
####  ###$   #
#   . # . #.##
##############",14,11,4,0,"easy_negative",17246802532242235201
"###########
###### #@##
#  ###    #
#  $.  # ##
#     ## ##
####  # $ #
#    ### ##
#  .$ # . #
##  $ #.  #
###   #####
###########",11,11,4,0,"easy_negative",3536081940515279343
"########
#      #
# ######
# ##   #
#@  . .#
###$## #
###$##.#
###.$ ##
###$  ##
# $$$ ##
#.  ####
# #$# ##
#...  ##
########",8,14,8,0,"easy_negative",8572456445601612787
"########
#### ###
# #  ###
#@     #
###$##.#
## $.# #
## $## #
##.    #
## # $ #
####  .#
########",8,11,4,1,"positive",17449451151342875243
"########
#### ###
# #  ###
#@$    #
###$##.#
## $.# #
##  ## #
##.    #
## # $ #
####  .#
########",8,11,4,0,"hard_negative",17449451151342875243
"########
#### ###
# #  ###
#@  $  #
###$##.#
## $.# #
## $## #
##.    #
## #   #
####  .#
########",8,11,4,0,"hard_negative",17449451151342875243
"########
#### ###
# #  ###
#@   $ #
###$##.#
##  .# #
## $## #
##.    #
## # $ #
####  .#
########",8,11,4,0,"hard_negative",17449451151342875243
"########
#### ###
# #  ###
#@     #
###$##.#
## $.# #
##  ## #
##.  $ #
## # $ #
####  .#
########",8,11,4,1,"positive",17449451151342875243
"########
#### ###
#.#  ###
#@     #
###$##.#
## $ # #
##  ## #
##.  $ #
## # $ #
####  .#
########",8,11,4,0,"hard_negative",17449451151342875243
