LevelName	Status	Runtime_ms	Pushes	Moves	GeneratedStates	ExpandedNodes	TotalChildren	EffectiveChildren	RepeatedNodes	Deadlocks	BranchingReal	BranchingEffective	BranchingClassic	Redundancy	PathStates	PathBoxLines	PathBoxChanges	PathBranchingRealAvg	PathBranchingEffectiveAvg
2 - Erim Sever - 104 [likes=4, dislikes=0, completion=0.710714285714286, like_ratio=1.0, like_rate=0.0142857142857143, tedium=35.5]	SOLVED	80.3336	43	146	1981	3772	60352	4615	4327	4430	16	1.22349	1.21109	13.9478	0	0	0	0.0	0.0
31 - Erim Sever - 105 [likes=7, dislikes=0, completion=0.875555555555556, like_ratio=1.0, like_rate=0.0311111111111111, tedium=7.66666666666667]	SOLVED	9.00595	6	25	11	11	132	24	0	15	12	2.18182	1.4913	0	0	0	0	0.0	0.0
33 - Erim Sever - 106 [likes=4, dislikes=1, completion=0.89922480620155, like_ratio=0.8, like_rate=0.0155038759689922, tedium=3.8]	SOLVED	10.0402	6	30	11	11	220	44	3	20	20	4	1.4913	73.3333	0	0	0	0.0	0.0
32 - Erim Sever - 107 [likes=6, dislikes=0, completion=0.437275985663082, like_ratio=1.0, like_rate=0.021505376344086, tedium=6.0]	SOLVED	8.20748	6	18	8	9	108	12	3	19	12	1.33333	1.44225	36	0	0	0	0.0	0.0
15 - Erim Sever - 108 [likes=4, dislikes=1, completion=0.751219512195122, like_ratio=0.8, like_rate=0.0195121951219512, tedium=27.3333333333333]	SOLVED	63.1188	43	248	697	2833	33996	4924	877	333	12	1.73809	1.20305	38.764	0	0	0	0.0	0.0
4 - Erim Sever - 109 [likes=3, dislikes=0, completion=0.815, like_ratio=1.0, like_rate=0.015, tedium=8.0]	SOLVED	11.4553	16	56	114	143	2860	339	69	103	20	2.37063	1.36367	41.4493	0	0	0	0.0	0.0
68 - Spiros Mantzoukis - 110 [likes=2, dislikes=0, completion=0.810185185185185, like_ratio=1.0, like_rate=0.0092592592592592, tedium=12.6666666666667]	SOLVED	9.35574	12	42	53	68	816	125	32	92	12	1.83824	1.42138	25.5	0	0	0	0.0	0.0
11 - Spiros Mantzoukis - 111 [likes=5, dislikes=0, completion=0.921397379912664, like_ratio=1.0, like_rate=0.0218340611353712, tedium=1.4]	SOLVED	11.0034	11	16	33	39	1560	96	0	6	40	2.46154	1.39522	0	0	0	0	0.0	0.0
1 - Brian Kent - 112 [likes=5, dislikes=1, completion=0.857740585774059, like_ratio=0.833333333333333, like_rate=0.0209205020920502, tedium=39.0]	SOLVED	10.0196	18	108	52	66	528	156	106	23	8	2.36364	1.26208	4.98113	0	0	0	0.0	0.0
6 - David W. Skinner - 113 [likes=6, dislikes=0, completion=0.729064039408867, like_ratio=1.0, like_rate=0.0295566502463054, tedium=18.0]	SOLVED	13.6132	19	72	113	247	3952	327	310	546	16	1.32389	1.33638	12.7484	0	0	0	0.0	0.0
12 - David W. Skinner - 114 [likes=4, dislikes=0, completion=0.570731707317073, like_ratio=1.0, like_rate=0.0195121951219512, tedium=31.25]	SOLVED	41.8499	31	143	719	1680	26880	2000	3197	3281	16	1.19048	1.2707	8.40788	0	0	0	0.0	0.0
1 - David W. Skinner - 115 [likes=9, dislikes=0, completion=0.657407407407407, like_ratio=1.0, like_rate=0.0277777777777778, tedium=22.6666666666667]	SOLVED	17.7202	24	82	274	559	6708	668	957	701	12	1.19499	1.30159	7.0094	0	0	0	0.0	0.0
19 - David W. Skinner - 116 [likes=4, dislikes=1, completion=0.443089430894309, like_ratio=0.8, like_rate=0.016260162601626, tedium=9.125]	SOLVED	29.9316	15	82	561	694	22208	1727	571	2769	32	2.48847	1.54676	38.8932	0	0	0	0.0	0.0
3 - David W. Skinner - 117 [likes=8, dislikes=0, completion=0.733082706766917, like_ratio=1.0, like_rate=0.0300751879699248, tedium=17.3333333333333]	SOLVED	11.2497	12	52	117	140	1680	257	202	222	12	1.83571	1.50954	8.31683	0	0	0	0.0	0.0
2 - David W. Skinner - 118 [likes=8, dislikes=0, completion=0.654545454545455, like_ratio=1.0, like_rate=0.0290909090909091, tedium=16.0]	SOLVED	8.77777	12	52	18	21	252	36	15	39	12	1.71429	1.2888	16.8	0	0	0	0.0	0.0
11 - David W. Skinner - 119 [likes=6, dislikes=0, completion=0.635, like_ratio=1.0, like_rate=0.03, tedium=57.6666666666667]	SOLVED	110.541	51	199	1971	4661	55932	5518	9148	6025	12	1.18387	1.18013	6.11412	0	0	0	0.0	0.0
5 - David W. Skinner - 120 [likes=5, dislikes=0, completion=0.672645739910314, like_ratio=1.0, like_rate=0.0224215246636771, tedium=24.6666666666667]	SOLVED	11.7955	21	78	135	172	2064	234	245	243	12	1.36047	1.27777	8.42449	0	0	0	0.0	0.0
4 - David W. Skinner - 121 [likes=6, dislikes=0, completion=0.817777777777778, like_ratio=1.0, like_rate=0.0266666666666667, tedium=8.75]	SOLVED	11.2672	13	57	112	152	2432	280	139	193	16	1.84211	1.47175	17.4964	0	0	0	0.0	0.0
10 - David W. Skinner - 122 [likes=4, dislikes=0, completion=0.641860465116279, like_ratio=1.0, like_rate=0.0186046511627907, tedium=15.2]	SOLVED	10.1396	14	81	80	102	2040	137	46	162	20	1.34314	1.39146	44.3478	0	0	0	0.0	0.0
6 - David W. Skinner - 123 [likes=5, dislikes=0, completion=0.515981735159817, like_ratio=1.0, like_rate=0.0228310502283105, tedium=17.8]	SOLVED	52.1662	23	113	1171	2164	43280	3139	3020	2582	20	1.45055	1.3964	14.3311	0	0	0	0.0	0.0
1 - David W. Skinner - 124 [likes=11, dislikes=0, completion=0.754098360655738, like_ratio=1.0, like_rate=0.0300546448087432, tedium=10.0]	SOLVED	9.12575	9	30	39	52	624	82	53	39	12	1.57692	1.5512	11.7736	0	0	0	0.0	0.0
4 - David W. Skinner - 125 [likes=4, dislikes=0, completion=0.78099173553719, like_ratio=1.0, like_rate=0.0165289256198347, tedium=16.5]	SOLVED	10.7906	27	88	135	193	3088	216	99	215	16	1.11917	1.21521	31.1919	0	0	0	0.0	0.0
1 - David W. Skinner - 126 [likes=9, dislikes=0, completion=0.75462962962963, like_ratio=1.0, like_rate=0.0416666666666667, tedium=15.0]	SOLVED	8.88579	13	34	17	19	152	23	11	38	8	1.21053	1.2542	13.8182	0	0	0	0.0	0.0
2 - David W. Skinner - 127 [likes=6, dislikes=0, completion=0.477272727272727, like_ratio=1.0, like_rate=0.0227272727272727, tedium=20.5]	SOLVED	19.2151	27	102	347	625	10000	805	703	1515	16	1.288	1.26926	14.2248	0	0	0	0.0	0.0
91 - David W. Skinner - 129 [likes=10, dislikes=2, completion=0.703448275862069, like_ratio=0.833333333333333, like_rate=0.0229885057471264, tedium=11.25]	SOLVED	9.82395	15	52	119	163	2608	240	70	87	16	1.47239	1.40436	37.2571	0	0	0	0.0	0.0
116 - David W. Skinner - 130 [likes=10, dislikes=0, completion=0.623762376237624, like_ratio=1.0, like_rate=0.033003300330033, tedium=12.6]	SOLVED	18.0821	15	80	245	415	8300	802	439	725	20	1.93253	1.49464	18.9066	0	0	0	0.0	0.0
29 - David W. Skinner - 131 [likes=24, dislikes=2, completion=0.712484237074401, like_ratio=0.923076923076923, like_rate=0.030264817150063, tedium=52.0]	SOLVED	13.3527	23	146	78	190	1520	207	296	304	8	1.08947	1.25625	5.13514	0	0	0	0.0	0.0
100 - David W. Skinner - 132 [likes=16, dislikes=0, completion=0.602150537634409, like_ratio=1.0, like_rate=0.0344086021505376, tedium=38.75]	SOLVED	73.7005	53	237	1743	3799	60784	4182	5650	4789	16	1.10082	1.16826	10.7582	0	0	0	0.0	0.0
68 - David W. Skinner - 133 [likes=16, dislikes=0, completion=0.598911070780399, like_ratio=1.0, like_rate=0.029038112522686, tedium=32.6666666666667]	SOLVED	19.6513	29	120	325	726	8712	906	792	790	12	1.24793	1.25503	11	0	0	0	0.0	0.0
13 - David W. Skinner - 134 [likes=26, dislikes=1, completion=0.716234652114598, like_ratio=0.962962962962963, like_rate=0.0177353342428377, tedium=17.3333333333333]	SOLVED	9.82527	22	61	70	91	1092	175	45	96	12	1.92308	1.22757	24.2667	0	0	0	0.0	0.0
44 - David W. Skinner - 135 [likes=30, dislikes=6, completion=0.966013071895425, like_ratio=0.833333333333333, like_rate=0.0392156862745098, tedium=1.0]	SOLVED	8.18158	2	1	1	1	4	1	0	0	4	1	1	0	0	0	0	0.0	0.0
52 - David W. Skinner - 136 [likes=21, dislikes=0, completion=0.762345679012346, like_ratio=1.0, like_rate=0.0216049382716049, tedium=6.5]	SOLVED	9.36759	9	37	42	44	704	184	29	50	16	4.18182	1.52267	24.2759	0	0	0	0.0	0.0
72 - David W. Skinner - 137 [likes=11, dislikes=1, completion=0.691943127962085, like_ratio=0.916666666666667, like_rate=0.0173775671406003, tedium=35.0]	SOLVED	52.1014	41	157	872	2216	26592	2462	1823	2357	12	1.11101	1.2067	14.5869	0	0	0	0.0	0.0
25 - David W. Skinner - 138 [likes=23, dislikes=0, completion=0.726998491704374, like_ratio=1.0, like_rate=0.0173453996983409, tedium=9.66666666666667]	SOLVED	8.82629	8	29	16	17	204	35	13	32	12	2.05882	1.42497	15.6923	0	0	0	0.0	0.0
7 - David W. Skinner - 139 [likes=35, dislikes=3, completion=0.784013605442177, like_ratio=0.921052631578947, like_rate=0.0198412698412698, tedium=4.33333333333333]	SOLVED	13.8569	7	46	80	93	2232	576	150	426	24	6.19355	1.91079	14.88	0	0	0	0.0	0.0
33 - David W. Skinner - 140 [likes=28, dislikes=0, completion=0.635338345864662, like_ratio=1.0, like_rate=0.0263157894736842, tedium=13.6666666666667]	SOLVED	10.2488	11	47	75	90	1080	221	80	70	12	2.45556	1.50542	13.5	0	0	0	0.0	0.0
64 - David W. Skinner - 141 [likes=19, dislikes=0, completion=0.614334470989761, like_ratio=1.0, like_rate=0.0324232081911263, tedium=23.75]	SOLVED	15.7938	31	101	265	414	6624	485	480	571	16	1.1715	1.21456	13.8	0	0	0	0.0	0.0
120 - David W. Skinner - 142 [likes=8, dislikes=0, completion=0.737642585551331, like_ratio=1.0, like_rate=0.0304182509505703, tedium=45.75]	SOLVED	71.534	65	257	2995	3589	57424	4977	1715	3183	16	1.38674	1.13421	33.4834	0	0	0	0.0	0.0
48 - David W. Skinner - 143 [likes=17, dislikes=0, completion=0.734662576687117, like_ratio=1.0, like_rate=0.0260736196319018, tedium=21.3333333333333]	SOLVED	11.9226	15	95	100	143	1716	232	204	218	12	1.62238	1.39216	8.41176	0	0	0	0.0	0.0
136 - David W. Skinner - 144 [likes=8, dislikes=1, completion=0.654320987654321, like_ratio=0.888888888888889, like_rate=0.0246913580246914, tedium=33.5]	SOLVED	20.882	26	186	390	608	9728	1137	847	764	16	1.87007	1.2796	11.4852	0	0	0	0.0	0.0
49 - David W. Skinner - 145 [likes=18, dislikes=0, completion=0.780152671755725, like_ratio=1.0, like_rate=0.0274809160305344, tedium=27.3333333333333]	SOLVED	11.2905	22	112	116	171	2052	256	118	253	12	1.49708	1.26328	17.3898	0	0	0	0.0	0.0
6 - David W. Skinner - 146 [likes=36, dislikes=1, completion=0.757201646090535, like_ratio=0.972972972972973, like_rate=0.0296296296296296, tedium=35.6666666666667]	SOLVED	13.9903	30	137	211	314	3768	572	412	465	12	1.82166	1.21124	9.14563	0	0	0	0.0	0.0
32 - David W. Skinner - 147 [likes=26, dislikes=1, completion=0.527808069792803, like_ratio=0.962962962962963, like_rate=0.0283533260632497, tedium=11.6666666666667]	SOLVED	8.99742	10	35	33	40	480	55	25	85	12	1.375	1.44613	19.2	0	0	0	0.0	0.0
24 - David W. Skinner - 148 [likes=26, dislikes=0, completion=0.670673076923077, like_ratio=1.0, like_rate=0.03125, tedium=17.5]	SOLVED	8.47145	10	35	21	26	208	42	10	20	8	1.61538	1.38515	20.8	0	0	0	0.0	0.0
73 - David W. Skinner - 149 [likes=10, dislikes=1, completion=0.678504672897196, like_ratio=0.909090909090909, like_rate=0.0186915887850467, tedium=34.0]	SOLVED	16.2816	26	111	201	388	4656	532	495	457	12	1.37113	1.25768	9.40606	0	0	0	0.0	0.0
53 - David W. Skinner - 150 [likes=19, dislikes=0, completion=0.709844559585492, like_ratio=1.0, like_rate=0.0328151986183074, tedium=9.25]	SOLVED	10.777	13	47	56	66	1056	117	49	72	16	1.77273	1.38027	21.551	0	0	0	0.0	0.0
45 - David W. Skinner - 151 [likes=18, dislikes=0, completion=0.752463054187192, like_ratio=1.0, like_rate=0.0221674876847291, tedium=15.0]	SOLVED	9.21614	12	57	38	44	528	91	22	21	12	2.06818	1.37074	24	0	0	0	0.0	0.0
12 - David W. Skinner - 152 [likes=33, dislikes=0, completion=0.747582205029014, like_ratio=1.0, like_rate=0.0319148936170213, tedium=24.5]	SOLVED	8.8528	12	49	16	16	128	23	0	17	8	1.4375	1.25992	0	0	0	0	0.0	0.0
86 - David W. Skinner - 153 [likes=9, dislikes=0, completion=0.689342403628118, like_ratio=1.0, like_rate=0.0204081632653061, tedium=26.25]	SOLVED	18.4167	26	115	287	422	6752	1020	561	765	16	2.41706	1.26175	12.0357	0	0	0	0.0	0.0
69 - David W. Skinner - 154 [likes=12, dislikes=1, completion=0.696691176470588, like_ratio=0.923076923076923, like_rate=0.0220588235294118, tedium=41.6666666666667]	SOLVED	99.0945	38	180	1621	4088	49056	4853	8311	6039	12	1.18713	1.24463	5.90254	0	0	0	0.0	0.0
28 - David W. Skinner - 155 [likes=29, dislikes=1, completion=0.694087403598972, like_ratio=0.966666666666667, like_rate=0.0372750642673522, tedium=16.5]	SOLVED	8.46309	10	33	17	19	152	25	14	31	8	1.31579	1.34238	10.8571	0	0	0	0.0	0.0
90 - David W. Skinner - 156 [likes=9, dislikes=0, completion=0.71875, like_ratio=1.0, like_rate=0.0200892857142857, tedium=16.0]	SOLVED	44.9402	17	77	1043	1664	26624	3593	2540	1546	16	2.15925	1.54696	10.4819	0	0	0	0.0	0.0
74 - David W. Skinner - 157 [likes=11, dislikes=0, completion=0.611208406304729, like_ratio=1.0, like_rate=0.0192644483362522, tedium=29.25]	SOLVED	31.9406	35	143	699	1235	19760	1931	1305	1104	16	1.56356	1.22556	15.1418	0	0	0	0.0	0.0
23 - David W. Skinner - 158 [likes=34, dislikes=1, completion=0.694550063371356, like_ratio=0.971428571428571, like_rate=0.0430925221799747, tedium=28.0]	SOLVED	8.67488	11	60	17	19	152	23	26	25	8	1.21053	1.30692	5.84615	0	0	0	0.0	0.0
1 - David W. Skinner - 159 [likes=133, dislikes=8, completion=0.639371381306865, like_ratio=0.943262411347518, like_rate=0.0550041356492969, tedium=16.5]	SOLVED	9.37609	9	33	13	14	112	17	8	19	8	1.21429	1.34075	14	0	0	0	0.0	0.0
62 - David W. Skinner - 160 [likes=15, dislikes=0, completion=0.674782608695652, like_ratio=1.0, like_rate=0.0260869565217391, tedium=16.0]	SOLVED	12.8204	31	88	168	258	4128	505	148	448	16	1.95736	1.19617	27.8919	0	0	0	0.0	0.0
19 - David W. Skinner - 161 [likes=23, dislikes=1, completion=0.665895953757225, like_ratio=0.958333333333333, like_rate=0.0265895953757225, tedium=20.5]	SOLVED	9.95596	21	44	61	101	808	109	64	80	8	1.07921	1.24579	12.625	0	0	0	0.0	0.0
58 - David W. Skinner - 162 [likes=19, dislikes=0, completion=0.636220472440945, like_ratio=1.0, like_rate=0.0299212598425197, tedium=14.6666666666667]	SOLVED	9.32727	12	54	22	30	360	51	13	34	12	1.7	1.32768	27.6923	0	0	0	0.0	0.0
147 - David W. Skinner - 163 [likes=9, dislikes=0, completion=0.737051792828685, like_ratio=1.0, like_rate=0.0358565737051793, tedium=48.6666666666667]	SOLVED	193.605	51	202	2476	7946	95352	8258	13882	8225	12	1.03927	1.19254	6.86875	0	0	0	0.0	0.0
97 - David W. Skinner - 164 [likes=11, dislikes=0, completion=0.549792531120332, like_ratio=1.0, like_rate=0.0228215767634855, tedium=32.8]	SOLVED	27.1595	42	252	466	700	14000	1628	964	1074	20	2.32571	1.1688	14.5228	0	0	0	0.0	0.0
110 - David W. Skinner - 165 [likes=11, dislikes=1, completion=0.714659685863874, like_ratio=0.916666666666667, like_rate=0.0287958115183246, tedium=13.25]	SOLVED	35.2973	15	61	1091	1590	25440	2585	796	1908	16	1.62579	1.63466	31.9598	0	0	0	0.0	0.0
39 - David W. Skinner - 166 [likes=17, dislikes=0, completion=0.759643916913947, like_ratio=1.0, like_rate=0.0252225519287834, tedium=42.5]	SOLVED	10.7367	28	93	105	167	1336	176	95	104	8	1.05389	1.20056	14.0632	0	0	0	0.0	0.0
81 - David W. Skinner - 167 [likes=14, dislikes=0, completion=0.663326653306613, like_ratio=1.0, like_rate=0.0280561122244489, tedium=15.3333333333333]	SOLVED	9.64627	13	48	46	55	660	104	32	79	12	1.89091	1.36105	20.625	0	0	0	0.0	0.0
15 - David W. Skinner - 168 [likes=23, dislikes=1, completion=0.760355029585799, like_ratio=0.958333333333333, like_rate=0.0226824457593688, tedium=18.5]	SOLVED	8.97589	13	43	25	35	280	44	12	22	8	1.25714	1.31454	23.3333	0	0	0	0.0	0.0
42 - David W. Skinner - 169 [likes=19, dislikes=0, completion=0.61546499477534, like_ratio=1.0, like_rate=0.0198537095088819, tedium=15.6666666666667]	SOLVED	11.8178	16	60	131	209	2508	241	235	280	12	1.15311	1.3964	10.6723	0	0	0	0.0	0.0
55 - David W. Skinner - 170 [likes=15, dislikes=0, completion=0.710097719869707, like_ratio=1.0, like_rate=0.0244299674267101, tedium=32.0]	SOLVED	10.3784	28	82	76	150	1200	173	110	85	8	1.15333	1.19596	10.9091	0	0	0	0.0	0.0
43 - David W. Skinner - 171 [likes=18, dislikes=0, completion=0.761904761904762, like_ratio=1.0, like_rate=0.0295566502463054, tedium=20.3333333333333]	SOLVED	16.1415	23	66	237	380	4560	568	508	359	12	1.49474	1.29469	8.97638	0	0	0	0.0	0.0
14 - David W. Skinner - 172 [likes=29, dislikes=0, completion=0.662640207075065, like_ratio=1.0, like_rate=0.0250215703192407, tedium=25.5]	SOLVED	8.94271	11	51	13	15	120	18	11	19	8	1.2	1.27914	10.9091	0	0	0	0.0	0.0
80 - David W. Skinner - 173 [likes=9, dislikes=0, completion=0.785536159600998, like_ratio=1.0, like_rate=0.0224438902743142, tedium=32.75]	SOLVED	63.7784	39	177	1424	2296	36736	2775	2966	3466	16	1.20862	1.21949	12.3857	0	0	0	0.0	0.0
107 - David W. Skinner - 174 [likes=15, dislikes=0, completion=0.701631701631702, like_ratio=1.0, like_rate=0.034965034965035, tedium=3.45454545454545]	SOLVED	26.1711	11	38	218	381	16764	1140	540	2383	44	2.99213	1.71644	31.0444	0	0	0	0.0	0.0
38 - David W. Skinner - 175 [likes=22, dislikes=0, completion=0.602442333785617, like_ratio=1.0, like_rate=0.0298507462686567, tedium=12.3333333333333]	SOLVED	9.03227	9	39	17	17	204	30	14	28	12	1.76471	1.36999	14.5714	0	0	0	0.0	0.0
96 - David W. Skinner - 176 [likes=9, dislikes=0, completion=0.618811881188119, like_ratio=1.0, like_rate=0.0222772277227723, tedium=30.6666666666667]	SOLVED	191.357	38	132	1091	6505	78060	6544	14341	9958	12	1.006	1.25994	5.44314	0	0	0	0.0	0.0
79 - David W. Skinner - 177 [likes=9, dislikes=0, completion=0.743833017077799, like_ratio=1.0, like_rate=0.0170777988614801, tedium=16.0]	SOLVED	10.1915	19	64	67	76	912	107	58	91	12	1.40789	1.256	15.7241	0	0	0	0.0	0.0
59 - David W. Skinner - 178 [likes=15, dislikes=1, completion=0.647149460708783, like_ratio=0.9375, like_rate=0.0231124807395994, tedium=59.3333333333333]	SOLVED	106.933	51	415	1312	3260	39120	5158	8536	4358	12	1.58221	1.17189	4.58294	0	0	0	0.0	0.0
18 - David W. Skinner - 179 [likes=18, dislikes=2, completion=0.748723186925434, like_ratio=0.9, like_rate=0.0183861082737487, tedium=35.5]	SOLVED	8.81087	14	97	29	32	256	64	27	22	8	2	1.28089	9.48148	0	0	0	0.0	0.0
63 - David W. Skinner - 181 [likes=17, dislikes=0, completion=0.707865168539326, like_ratio=1.0, like_rate=0.0318352059925094, tedium=50.5]	SOLVED	14.2417	51	109	221	528	4224	593	244	287	8	1.12311	1.1308	17.3115	0	0	0	0.0	0.0
22 - David W. Skinner - 183 [likes=20, dislikes=1, completion=0.725030826140567, like_ratio=0.952380952380952, like_rate=0.0246609124537608, tedium=23.5]	SOLVED	10.0994	16	65	59	81	648	108	104	160	8	1.33333	1.31607	6.23077	0	0	0	0.0	0.0
75 - David W. Skinner - 184 [likes=9, dislikes=0, completion=0.73828125, like_ratio=1.0, like_rate=0.017578125, tedium=23.0]	SOLVED	25.0476	35	152	525	880	14080	1244	1152	1472	16	1.41364	1.21375	12.2222	0	0	0	0.0	0.0
132 - David W. Skinner - 185 [likes=10, dislikes=0, completion=0.517751479289941, like_ratio=1.0, like_rate=0.029585798816568, tedium=38.75]	SOLVED	44.3865	38	173	954	2066	33056	2413	3060	3293	16	1.16796	1.22248	10.8026	0	0	0	0.0	0.0
124 - David W. Skinner - 186 [likes=10, dislikes=1, completion=0.534954407294833, like_ratio=0.909090909090909, like_rate=0.0303951367781155, tedium=81.6666666666667]	SOLVED	20.9723	40	363	354	539	6468	859	628	523	12	1.59369	1.17028	10.2994	0	0	0	0.0	0.0
60 - David W. Skinner - 187 [likes=22, dislikes=1, completion=0.684115523465704, like_ratio=0.956521739130435, like_rate=0.0397111913357401, tedium=42.25]	SOLVED	17.1767	45	303	341	497	7952	761	210	247	16	1.53119	1.14794	37.8667	0	0	0	0.0	0.0
37 - David W. Skinner - 188 [likes=21, dislikes=0, completion=0.812816188870152, like_ratio=1.0, like_rate=0.0354131534569983, tedium=23.6666666666667]	SOLVED	11.3875	24	107	77	101	1212	229	54	131	12	2.26733	1.21203	22.4444	0	0	0	0.0	0.0
3 - David W. Skinner - 189 [likes=66, dislikes=1, completion=0.620515411824154, like_ratio=0.985074626865672, like_rate=0.0333501768569985, tedium=20.5]	SOLVED	10.0615	14	41	40	42	336	61	12	29	8	1.45238	1.30601	28	0	0	0	0.0	0.0
21 - David W. Skinner - 190 [likes=28, dislikes=3, completion=0.68936170212766, like_ratio=0.903225806451613, like_rate=0.0297872340425532, tedium=8.5]	SOLVED	8.3483	6	19	8	10	80	14	4	15	8	1.4	1.4678	20	0	0	0	0.0	0.0
76 - David W. Skinner - 191 [likes=11, dislikes=0, completion=0.721973094170404, like_ratio=1.0, like_rate=0.0246636771300448, tedium=60.3333333333333]	SOLVED	25.8508	57	303	740	960	11520	1521	942	676	12	1.58438	1.12803	12.2293	0	0	0	0.0	0.0
149 - David W. Skinner - 192 [likes=8, dislikes=1, completion=0.646090534979424, like_ratio=0.888888888888889, like_rate=0.0329218106995885, tedium=23.5]	SOLVED	30.0892	36	108	541	1014	16224	1160	862	1215	16	1.14398	1.212	18.8213	0	0	0	0.0	0.0
56 - David W. Skinner - 193 [likes=16, dislikes=0, completion=0.74453781512605, like_ratio=1.0, like_rate=0.026890756302521, tedium=11.5]	SOLVED	8.4343	7	23	8	8	64	12	6	16	8	1.5	1.3459	10.6667	0	0	0	0.0	0.0
128 - David W. Skinner - 194 [likes=8, dislikes=1, completion=0.730909090909091, like_ratio=0.888888888888889, like_rate=0.0290909090909091, tedium=22.0]	SOLVED	24.2968	20	98	385	940	15040	1445	850	1901	16	1.53723	1.40817	17.6941	0	0	0	0.0	0.0
17 - David W. Skinner - 195 [likes=23, dislikes=1, completion=0.722413793103448, like_ratio=0.958333333333333, like_rate=0.0198275862068966, tedium=8.33333333333333]	SOLVED	10.9653	10	34	20	32	384	63	18	59	12	1.96875	1.41421	21.3333	0	0	0	0.0	0.0
104 - David W. Skinner - 196 [likes=7, dislikes=0, completion=0.703947368421053, like_ratio=1.0, like_rate=0.0153508771929825, tedium=26.3333333333333]	SOLVED	20.8074	28	151	289	502	6024	716	785	683	12	1.42629	1.24869	7.67389	0	0	0	0.0	0.0
95 - David W. Skinner - 197 [likes=7, dislikes=1, completion=0.813648293963255, like_ratio=0.875, like_rate=0.0183727034120735, tedium=3.125]	SOLVED	11.3041	9	35	57	61	1952	348	44	211	32	5.70492	1.57896	44.3636	0	0	0	0.0	0.0
94 - David W. Skinner - 198 [likes=17, dislikes=0, completion=0.603854389721627, like_ratio=1.0, like_rate=0.0364025695931477, tedium=27.6666666666667]	SOLVED	19.7405	30	85	456	802	9624	832	570	729	12	1.03741	1.2497	16.8842	0	0	0	0.0	0.0
82 - David W. Skinner - 199 [likes=11, dislikes=0, completion=0.72108843537415, like_ratio=1.0, like_rate=0.0249433106575964, tedium=17.3333333333333]	SOLVED	8.86725	15	70	29	37	444	46	16	53	12	1.24324	1.27217	27.75	0	0	0	0.0	0.0
152 - David W. Skinner - 200 [likes=11, dislikes=0, completion=0.520134228187919, like_ratio=1.0, like_rate=0.0369127516778524, tedium=58.25]	SOLVED	214.557	36	380	1639	6534	104544	11788	15728	7701	16	1.8041	1.27637	6.647	0	0	0	0.0	0.0
129 - David W. Skinner - 201 [likes=14, dislikes=0, completion=0.66015625, like_ratio=1.0, like_rate=0.0546875, tedium=19.8]	SOLVED	76.9983	23	136	1107	3878	77560	5915	4048	10640	20	1.52527	1.43228	19.1601	0	0	0	0.0	0.0
16 - David W. Skinner - 202 [likes=26, dislikes=2, completion=0.676923076923077, like_ratio=0.928571428571429, like_rate=0.0235294117647059, tedium=33.3333333333333]	SOLVED	53.7902	40	142	1096	2454	29448	3383	4458	2950	12	1.37857	1.21548	6.60565	0	0	0	0.0	0.0
41 - David W. Skinner - 203 [likes=20, dislikes=0, completion=0.720440881763527, like_ratio=1.0, like_rate=0.0200400801603206, tedium=16.6666666666667]	SOLVED	10.9542	14	64	24	32	384	54	33	67	12	1.6875	1.28089	11.6364	0	0	0	0.0	0.0
57 - David W. Skinner - 204 [likes=27, dislikes=0, completion=0.530510585305106, like_ratio=1.0, like_rate=0.0336239103362391, tedium=30.0]	SOLVED	13.2554	24	76	83	229	1832	232	180	170	8	1.0131	1.25408	10.1778	0	0	0	0.0	0.0
77 - David W. Skinner - 205 [likes=12, dislikes=0, completion=0.6875, like_ratio=1.0, like_rate=0.025, tedium=47.25]	SOLVED	46.6809	56	323	1580	2181	34896	4893	2016	2617	16	2.24347	1.14715	17.3095	0	0	0	0.0	0.0
20 - David W. Skinner - 206 [likes=25, dislikes=3, completion=0.700507614213198, like_ratio=0.892857142857143, like_rate=0.0317258883248731, tedium=25.0]	SOLVED	10.2572	17	72	53	75	600	84	46	40	8	1.12	1.28913	13.0435	0	0	0	0.0	0.0
2 - David W. Skinner - 207 [likes=51, dislikes=4, completion=0.786103542234332, like_ratio=0.927272727272727, like_rate=0.0347411444141689, tedium=5.33333333333333]	SOLVED	8.22472	4	16	3	3	36	4	2	4	12	1.33333	1.31607	18	0	0	0	0.0	0.0
61 - David W. Skinner - 208 [likes=16, dislikes=0, completion=0.610142630744849, like_ratio=1.0, like_rate=0.0253565768621236, tedium=25.0]	SOLVED	11.2098	22	116	89	133	2128	227	105	131	16	1.70677	1.24893	20.2667	0	0	0	0.0	0.0
50 - David W. Skinner - 209 [likes=19, dislikes=0, completion=0.690121786197564, like_ratio=1.0, like_rate=0.0257104194857916, tedium=38.0]	SOLVED	10.102	18	96	31	42	336	75	53	27	8	1.78571	1.23078	6.33962	0	0	0	0.0	0.0
46 - David W. Skinner - 210 [likes=19, dislikes=0, completion=0.605222734254992, like_ratio=1.0, like_rate=0.0291858678955453, tedium=23.5]	SOLVED	8.98758	9	47	13	13	104	19	13	13	8	1.46154	1.32975	8	0	0	0	0.0	0.0
