board_string,width,height,boxes,is_solvable,dataset_type,shell_hash
"########
#      #
##  ## #
### ##@#
####   #
#.#.   #
#   ####
# #  # #
# # $# #
# #  # #
#  $$. #
# # $# #
#    . #
########",8,14,4,1,"positive",11921803709105073150
"########
#    ###
#.#$$ ##
# @$$$.#
# ###  #
#  ### #
#..##. #
########",8,8,5,0,"easy_negative",4742971977146204836
"########
#      #
##  ## #
### ## #
####   #
#.#.   #
#   ####
# #  # #
# # $# #
# #  # #
#  $$. #
# # $# #
# @  . #
########",8,14,4,1,"positive",11921803709105073150
"########
#      #
##  ## #
### ## #
#### $ #
#.#.   #
#   ####
# #  # #
# # $# #
# #  # #
#   $. #
# # $# #
# @  . #
########",8,14,4,0,"hard_negative",11921803709105073150
"########
#      #
##  ## #
### ## #
#### $ #
#.#.   #
#   ####
# #  # #
# #  # #
# #  # #
#  $$. #
# # $# #
# @  . #
########",8,14,4,0,"hard_negative",11921803709105073150
"##############
# # ###   ####
# #.  $ #  # #
# #  $   $   #
# ####.#@  ###
# ### ##  .###
#    $### $  #
#  #$       .#
#. # # ### . #
#  #      ####
##############",14,11,6,0,"easy_negative",1063133418194424056
"########
#     .#
##  ## #
### ## #
####   #
#.#.   #
#   ####
# #  # #
# # $# #
# #  # #
#  $$  #
# # $# #
# @  . #
########",8,14,4,0,"hard_negative",11921803709105073150
"########
#     @#
##  ## #
### ## #
####   #
#.#.   #
#   ####
# #  # #
# # $# #
# #  # #
#  $$. #
# # $# #
#    . #
########",8,14,4,1,"positive",11921803709105073150
"########
#     @#
##  ## #
### ## #
####   #
#.#.   #
#   ####
# #  # #
# #$$# #
# #  # #
#  $ . #
# # $# #
#    . #
########",8,14,4,1,"positive",11921803709105073150
"########
##  ####
##. #.##
##. $ ##
##.$##@#
## $## #
###   .#
# ## $ #
# .#$ ##
# $# ###
#   $ ##
#  #  ##
#.##  ##
########",8,14,7,0,"easy_negative",7817341848598309146
"##############
## # ..     ##
#  . ####. ###
## # ####   ##
# ## $ # # $ #
# ##.  $    ##
#. $  $# # ###
#   ## ###$###
# # ## #   ###
#    @ ##    #
##############",14,11,6,0,"easy_negative",7781039429039337745
"###########
##### #.  #
# #  $$$ ##
#   # #.###
# # ##.$  #
# # # $@. #
# #  ##  .#
###########",11,8,5,0,"easy_negative",2703129173135619447
"########
########
#   #.##
# $$#  #
# $ @ ##
#.#$  ##
#. .$.##
# #  ###
# # $ ##
# # $. #
# #    #
# # ####
# #.   #
########",8,14,7,1,"positive",1457356368272052019
"##############
#   ##@## ####
# #  # ## #  #
#   ##    ## #
# ##.  ###   #
#  #$### $   #
#.$ $##  .$  #
##  $  ## .# #
### ##### $# #
## . ..    # #
##############",14,11,7,0,"easy_negative",7644365030504464208
"########
########
#   #.##
# $$#  #
# $   ##
#.#$  ##
#. .$.##
# #  ###
# # $ ##
# # $. #
# #    #
# # ####
#@#.   #
########",8,14,7,1,"positive",1457356368272052019
"###########
##        #
## #   ####
# ## $.   #
# $ ## #  #
# @ ## #  #
# .$.  #$ #
##$### #$.#
#.$ #  # ##
##.##  .###
###########",11,11,7,0,"easy_negative",11100770082200378322
"########
########
#   #.##
# $$#  #
# $   ##
#.#$  ##
#. .$.##
# #  ###
# # $ ##
# # $. #
# #  @ #
# # ####
# #.   #
########",8,14,7,1,"positive",1457356368272052019
"##############
#####  ##  ###
#   #  #   ###
#   #  ###   #
# $ ##    .#.#
# ####$  # # #
# ##    ## # #
#    ## $ $ @#
# #   # #  # #
####### . .  #
##############",14,11,4,0,"easy_negative",8216685818149543611
"########
####   #
#. # $ #
# $    #
#  $. ##
#### $##
# $. @##
#. $.###
##  . ##
####   #
########",8,11,6,1,"positive",1295159561491312002
"###########
# ##.     #
#  ####$  #
#  $  $  .#
##.##  ####
# $ ##$ . #
## ##     #
## # ## # #
# .$  # #.#
## #    #@#
###########",11,11,6,0,"easy_negative",17504927856135674289
"########
####   #
#. # $ #
# $    #
#  $. ##
#### $##
# $.  ##
#. $.###
##  + ##
####   #
########",8,11,6,1,"positive",1295159561491312002
"########
# ## # #
#  # # #
#  $@#.#
# $ #  #
#.# #  #
# .$# .#
#     ##
# .$$ ##
####  ##
########",8,11,5,0,"easy_negative",16533158830266747888
"########
####   #
#. # $@#
# $    #
#  $. ##
#### $##
# $.  ##
#. $.###
##  . ##
####   #
########",8,11,6,1,"positive",1295159561491312002
"########
####   #
#. #  @#
# $    #
#  $. ##
#### $##
# $.  ##
#. $*###
##  . ##
####   #
########",8,11,6,0,"hard_negative",1295159561491312002
"##############
## ### ##    #
#   ## ##    #
## #  . $ ####
#    #. #  ###
# # ######$ ##
#  . #  # $$##
# ## #.  $   #
# ## # ##  # #
#.   # ##    #
#.##  $##### #
# # @  #   # #
# ##      ## #
##############",14,14,6,0,"easy_negative",14474430510097103861
"########
####   #
#. # $@#
# $    #
#  $. ##
#### $##
# $.  ##
#..$.###
##    ##
####   #
########",8,11,6,0,"hard_negative",1295159561491312002
"########
####   #
#. # $ #
# $  @ #
#  $. ##
#### $##
# $.  ##
#. $.###
##  . ##
####   #
########",8,11,6,1,"positive",1295159561491312002
"##############
##  ###    . #
###   #  $   #
##.@ $    ####
### #### #   #
## $ # .## # #
#.    .# #   #
#   ## $$ # ##
### #      $ #
###   .#### ##
##############",14,11,6,0,"easy_negative",10654775266892463752
"########
########
#   #.##
#  $#  #
# $   ##
#.#$  ##
#. .$.##
# #  ###
# # $ ##
# # $. #
# #$ @ #
# # ####
# #.   #
########",8,14,7,1,"positive",1457356368272052019
"########
####   #
#. # $ #
# $  @ #
#   . ##
#### $##
# $.  ##
#. $.###
##  * ##
####   #
########",8,11,6,0,"hard_negative",1295159561491312002
"########
####   #
#. #   #
# $  @ #
#  $. ##
#### $##
# $.  ##
#.$$.###
##  . ##
####   #
########",8,11,6,0,"hard_negative",1295159561491312002
"########
####   #
#. # $ #
# $  @ #
#  $. ##
####  ##
# $.  ##
#. $.###
## $. ##
####   #
########",8,11,6,0,"hard_negative",1295159561491312002
"##############
###    ##### #
##  .#   ### #
## $    $    #
### $  ##    #
##   # ## #  #
## .###  .## #
#   $ .# #   #
# #$    @  ###
#   #### #.###
##############",14,11,5,0,"easy_negative",12494290806505399747
"########
####   #
#. # $ #
# $  @ #
# .$  ##
#### $##
# $.  ##
#. $.###
##  . ##
####   #
########",8,11,6,1,"positive",1295159561491312002
"########
## ..  #
### .# #
##  ####
##@ ####
###.#  #
## $ $ #
###$ $ #
## $####
##.    #
########",8,11,5,0,"easy_negative",7805212866300372945
"########
########
#   #.##
#  $#  #
# $   ##
#.#$  ##
#.@.$.##
# #  ###
# # $ ##
# # $. #
# #$   #
# # ####
# #.   #
########",8,14,7,1,"positive",1457356368272052019
"########
####   #
# $    #
#   @  #
# ###. #
# ###. #
# $ #  #
#   $$ #
#.#  ###
####.###
########",8,11,4,0,"easy_negative",3357177742444613213
"##############
#     ####   #
# #  $#    @ #
#     # $    #
#  #  .## # ##
#. #   ##  . #
# $####   # ##
#  $      .  #
#      #   ###
#   ###### ###
##############",14,11,4,1,"positive",17811507078283953206
"##############
##         . #
##  ### . ## #
##        ## #
#  .$   #$ $ #
### ##  #  # #
### ##  #    #
#  .## #  ## #
###### #  #  #
## #  @#     #
##      ###$##
##   #   #   #
##     #### ##
##############",14,14,4,0,"easy_negative",11913164611060420245
"##############
#     ####   #
# #   #    @ #
#     # $    #
# $#  .## # ##
#. #   ##  . #
# $####   # ##
#  $      .  #
#      #   ###
#   ###### ###
##############",14,11,4,1,"positive",17811507078283953206
"##############
##### ###    #
#      #  $###
#   # # ## ###
#  .    .#$$ #
#### #@#.# # #
# $    ##    #
# ##  $.  $ .#
##. $#  #.#  #
###       ## #
##############",14,11,7,0,"easy_negative",484949814769630521
"###########
# #       #
# # ##### #
# #    ## #
#.    $   #
## .#  .$ #
### ###$$ #
# .      ##
# #  #   ##
####  @  ##
#     ##  #
#   # ### #
########  #
###########",11,14,4,1,"positive",17452419785199061922
"##############
#  . . ##    #
# #    ## #  #
#  $###   ####
# $  #  .#####
# ##### .# .##
# ## # @ # ###
#  .$  #$#.  #
# # $$$$    ##
#.  #### # ###
##############",14,11,8,0,"easy_negative",14534043045953985935
"###########
# #       #
# # ##### #
# #    ## #
#.        #
## .#  .$ #
### ###$$ #
# .      ##
# #  # $ ##
####  @  ##
#     ##  #
#   # ### #
########  #
###########",11,14,4,1,"positive",17452419785199061922
"###########
##. ###.  #
###  #  .##
##  $   ###
# ###.#  .#
#  #@$ #  #
#   # ### #
#  .#$#   #
# #    ####
#  $# #   #
##  $   $ #
###  ## ###
##   ## ###
###########",11,14,6,0,"easy_negative",7830731963381858480
"##############
#     ####   #
# #   #    @ #
#     #      #
# $#  .## # ##
#. #   ##  . #
# $####   # ##
#  $   $  .  #
#      #   ###
#   ###### ###
##############",14,11,4,1,"positive",17811507078283953206
"##############
##.         ##
## $#  ## # ##
##  ## ##.####
## #### . $  #
# $ #   @ ## #
## ###    ## #
##  ###$### .#
##  #    ##  #
##  ##    #  #
##############",14,11,4,0,"easy_negative",9259298793991471749
"###########
# #       #
# # ##### #
# #    ## #
#.        #
## .#  .$ #
### ###$$ #
# .    @ ##
# #  # $ ##
####     ##
#     ##  #
#   # ### #
########  #
###########",11,14,4,1,"positive",17452419785199061922
"##############
#   #.#   # ##
## $$ $ $   .#
###.#$#   #$##
#      # #   #
####$##@.  # #
#. . ###.#   #
##############",14,8,7,0,"easy_negative",4536778319058301385
"##############
#     ####   #
# #   #    @ #
#     #      #
# $#  .## # ##
#. #   ##  . #
#.$####   # ##
#  $   $     #
#      #   ###
#   ###### ###
##############",14,11,4,1,"positive",17811507078283953206
"###########
# .  ##. ##
# #  ##  ##
#     $@ ##
##$#$$ #. #
#  . ###  #
## # ###  #
###########",11,8,4,0,"easy_negative",5806262753807075505
"###########
# #       #
# # ##### #
# #@   ## #
#.        #
## .#  .$ #
### ###$$ #
# .      ##
# #  # $ ##
####     ##
#     ##  #
#   # ### #
########  #
###########",11,14,4,1,"positive",17452419785199061922
"###########
#   # # ###
#.$ $   ###
# $$#@#   #
# #. .## ##
# #$  #   #
# #.  ## ##
# ##..##  #
# #   ##$ #
# ## ###  #
###########",11,11,6,0,"easy_negative",920728172983918332
"##############
#     ####   #
# #   #    @ #
#     #      #
# $#  .## # ##
#. #   ##   .#
#.$####   # ##
#  $   $     #
#      #   ###
#   ###### ###
##############",14,11,4,1,"positive",17811507078283953206
"########
#      #
# #$  ##
# . ####
###  ###
#  #$ ##
#.##...#
#. $ $ #
# #$  ##
# @$ ###
##  # ##
##$  . #
##  # ##
########",8,14,7,0,"easy_negative",12819123543963603255
"###########
# #       #
# # ##### #
# #@   ## #
#.   $    #
## .#  .$ #
### ###$$ #
# .      ##
# #  #   ##
####     ##
#     ##  #
#   # ### #
########  #
###########",11,14,4,1,"positive",17452419785199061922
"##############
#   ...## # ##
#  #  ##   $ #
# ## ## ### ##
# ##@.    $$ #
#  ###  #$ # #
#  ###       #
##############",14,8,4,0,"easy_negative",4949393744805147228
"###########
#### ##   #
#  @ ## # #
# $.    $ #
#. ###### #
# ## # #  #
#  #   $  #
# ##..$   #
# ##.#$ ###
#       ###
###########",11,11,5,1,"positive",2565347304284125099
"##############
#      ##    #
#.  #### $$  #
#. $ $  ##  .#
##.$###$##$ ##
##  # $ @#. ##
##    .. .  ##
##############",14,8,8,0,"easy_negative",5009381701172431739
"###########
#### ##   #
#  + ## # #
# $.    $ #
#. ###### #
# ## # #  #
#  #   $  #
# ##..$   #
# ## #$ ###
#       ###
###########",11,11,5,0,"hard_negative",2565347304284125099
"###########
#### ##   #
#    ## # #
# $.    $ #
#. ###### #
# ## # #  #
#  #   $  #
# ##..$   #
#@##.#$ ###
#       ###
###########",11,11,5,1,"positive",2565347304284125099
"###########
#### ##   #
#    ## # #
# $.    $ #
#. ###### #
# ## # #  #
#  #   $  #
# ##..$   #
# ##.#$ ###
#   @   ###
###########",11,11,5,1,"positive",2565347304284125099
"###########
#### ##   #
#    ## # #
# $     $ #
#. ###### #
# ## # #  #
#. #   $  #
# ##..$   #
# ##.#$ ###
#   @   ###
###########",11,11,5,1,"positive",2565347304284125099
"##############
# #  #    ####
# # ###    # #
# #  # @     #
#     .##  ###
# .##  #    ##
######.     ##
##    ## #####
## .$##   #  #
##  $ ##$### #
###    . $   #
###  ## #$ ###
#    ##    ###
##############",14,14,5,0,"easy_negative",10572438595689334630
"###########
#.### #####
# ##  $ .##
# $.# # $ #
# ####.#$##
#@####  . #
# $ .  # ##
# ## #  ###
# ##### ###
#    #   .#
#   # $## #
# ####$## #
# ###     #
###########",11,14,7,0,"easy_negative",11880602591140229401
"##############
# ###  .  #  #
# ###$$$ ### #
# ..#$$####. #
#.$ $  ###  ##
# ##   #  @ ##
# ## .     .##
##############",14,8,7,0,"easy_negative",996671955658698347
"###########
#### ##   #
#    ## # #
# $$    $ #
#. ###### #
# ## # #  #
#. #   $  #
# ##..$   #
# ##.#  ###
#   @   ###
###########",11,11,5,0,"hard_negative",2565347304284125099
"###########
#### ##   #
#    ## # #
# $     $ #
#. ###### #
# ## # #  #
#. #   $  #
# ##..$   #
# ## #$ ###
#   +   ###
###########",11,11,5,1,"positive",2565347304284125099
"##############
##      ######
##    $ ##  ##
##  ###      #
##   $@# # # #
##. ## .$ $#.#
## .## # # # #
##############",14,8,4,0,"easy_negative",3994977612172317593
"###########
#         #
### ###$ .#
###  . .$ #
#  .####$ #
# # $ ##@ #
#      #  #
###########",11,8,4,1,"positive",13999851259938857780
"###########
#         #
### ###$ .#
###  . .$ #
#  .####$@#
# # $ ##  #
#      #  #
###########",11,8,4,1,"positive",13999851259938857780
"###########
#         #
### ###$ .#
###$ . .  #
#  .####$@#
# # $ ##  #
#      #  #
###########",11,8,4,0,"hard_negative",13999851259938857780
"###########
#         #
### ###$ .#
###  . .$ #
#  +####$ #
# # $ ##  #
#      #  #
###########",11,8,4,1,"positive",13999851259938857780
"###########
#         #
###.###$ .#
###  .  $ #
#  +####$ #
# # $ ##  #
#      #  #
###########",11,8,4,1,"positive",13999851259938857780
"###########
#         #
###.###$$.#
###  .    #
#  +####$ #
# # $ ##  #
#      #  #
###########",11,8,4,1,"positive",13999851259938857780
"###########
### # #  .#
##      # #
##  # #   #
##     # ##
### # $  .#
## .#### ##
#   $ @####
# # ###  .#
#         #
#######$  #
## $  $ ###
###.    ###
###########",11,14,5,0,"easy_negative",16890487905054908586
"###########
###     ###
## $ ## ###
##  $##   #
# $ .  ## #
# .#@   # #
# ##$  ## #
#    ## .##
#  # # $ ##
# ##.## .##
# ## $    #
#  # # #  #
#. ########
###########",11,14,6,0,"easy_negative",3090971188704004553
"########
# #### #
#. ##  #
#..##$ #
##.##$##
#.$$$$.#
## ##@##
########",8,8,6,0,"easy_negative",13772080766488043316
"########
##.#  ##
#    ###
## # .##
##$#####
#   @.##
## #$$ #
#    $ #
### ##.#
### ## #
########",8,11,4,0,"easy_negative",5864543172906057899
"###########
###.##    #
##.  # $###
# . ##  ###
## #@##   #
# $$ ##$  #
## # $$   #
###     ###
##  ###  ##
# . ..    #
#    ##   #
#  # #.$###
#### ## ###
###########",11,14,7,0,"easy_negative",4331256133959905382
"########
#    ###
# #$.###
#    $ #
## $   #
## .## #
##. ## #
###$   #
### $###
#    ###
##.    #
##.# #@#
####   #
########",8,14,5,1,"positive",8019187532272912625
"########
#  . ###
# #$.###
#    $ #
## $   #
##  ## #
##. ## #
###$   #
### $###
#    ###
##.    #
##.# #@#
####   #
########",8,14,5,1,"positive",8019187532272912625
"########
#  . ###
# #$.###
#    $ #
## $   #
##  ## #
##. ## #
###$   #
### $###
#    ###
##..   #
## # #@#
####   #
########",8,14,5,1,"positive",8019187532272912625
"########
#  . ###
# #$.###
#      #
## $   #
## $## #
##. ## #
###$   #
### $###
#    ###
##..   #
## # #@#
####   #
########",8,14,5,0,"hard_negative",8019187532272912625
"########
#  .@###
# #$.###
#    $ #
## $   #
##  ## #
##. ## #
###$   #
### $###
#    ###
##..   #
## # # #
####   #
########",8,14,5,1,"positive",8019187532272912625
"##############
#      # ## ##
###@$#       #
###    #.## ##
####   #  .###
#   .#$# #  ##
# $.  $ ######
#   #.#$##   #
#  # $$. #.# #
##### #      #
##############",14,11,7,0,"easy_negative",16653477805228612856
"##############
#.  #@#   # ##
# $$  $  #   #
##### # ### ##
#   # # ##  ##
###.###.## ###
###.        ##
### ###$# $  #
###  .  #$ # #
#     . # ####
##############",14,11,6,0,"easy_negative",4051742738647084815
"########
#### ..#
# $$ # #
#   $  #
# ######
# ##  ##
# $  . #
###  # #
### ####
#@   # #
####$ .#
# #.   #
#   ####
########",8,14,5,0,"easy_negative",11314789407064258014
"########
#    ###
##   ###
### .$ #
#   #  #
#.#$#$ #
# .@#. #
###$ ###
##   ###
#      #
########",8,11,4,0,"easy_negative",2670020590140401349
"########
#  .@###
# #$ ###
#    $ #
## $   #
##  ## #
##. ## #
###$   #
### $###
#    ###
##..   #
## #.# #
####   #
########",8,14,5,1,"positive",8019187532272912625
"########
#   #@ #
#  ##  #
# #### #
#  .$  #
# #  # #
# .$ . #
# $$  ##
#### ###
# .   ##
########",8,11,4,0,"easy_negative",9140060626018399714
"###########
#   ### ###
#  @    ###
#### $    #
# # $# #  #
# #  # #  #
# #. # # .#
#.    #   #
#     # # #
####$ #   #
#      #$ #
##   . #  #
####   ## #
###########",11,14,4,1,"positive",13125957904468820611
"###########
##      . #
###$$# ####
##  $  .  #
# #$##  $ #
# #.#. $# #
# # ### $.#
#   ##    #
#@  ##   ##
#### ..####
###########",11,11,7,0,"easy_negative",855121167069438384
"###########
#   ### ###
#  @    ###
#### $    #
# # $# #  #
# #  # #  #
# #. # # .#
#.    #   #
#     # # #
####$ #   #
# $    #  #
##   . #  #
####   ## #
###########",11,14,4,0,"hard_negative",13125957904468820611
"###########
#   ### ###
#   @   ###
#### $    #
# # $# #  #
# #  # #  #
# #. # # .#
#.    #   #
#     # # #
####$ #   #
#      #$ #
##   . #  #
####   ## #
###########",11,14,4,1,"positive",13125957904468820611
"###########
#   ### ###
#  @    ###
#### $    #
# # $# #  #
# #  # #  #
# #. # # .#
#.    #   #
#     # # #
####$ #   #
#      #$ #
##   . #  #
####   ## #
###########",11,14,4,1,"positive",13125957904468820611
"###########
#   ### ###
#  @    ###
#### $    #
# # $# #  #
# #  # #  #
# #. # # .#
#.$   #   #
#     # # #
####  #   #
#      #$ #
##   . #  #
####   ## #
###########",11,14,4,1,"positive",13125957904468820611
"##############
#     .  ### #
#  $ #$#.##  #
#### . #### .#
## .#  $ .# ##
### #  #.$   #
##  #  #### ##
##$### ##    #
# $ ## ## ## #
## # $  $@## #
##    ### ## #
## # #### ## #
####  #    . #
##############",14,14,8,0,"easy_negative",16336911978938762369
"###########
###   .####
##  $#    #
##.$ $$ . #
## ##@#  ##
#   ###  ##
## #  . ###
###########",11,8,4,0,"easy_negative",522983022373989135
"###########
#   ###.###
#  @    ###
#### $    #
# # $# #  #
# #  # #  #
# #  # # .#
#.$   #   #
#     # # #
####  #   #
#      #$ #
##   . #  #
####   ## #
###########",11,14,4,1,"positive",13125957904468820611
"###########
###  ######
#  # ###  #
#.## .$ @.#
#  #.$ ## #
# ##   # .#
#  #### $ #
#   $$ .$ #
# #  #   ##
#   ### ###
###########",11,11,6,0,"easy_negative",8087316437147540410
"###########
###       #
## $ #  # #
####$  ####
#    # . @#
####### # #
## # #    #
# .    #  #
# #   ### #
#    ###  #
#.$#     ##
# $#  #  ##
#  #.##  ##
###########",11,14,4,0,"easy_negative",2514491581016693608
"##############
#      #######
##   ##.     #
###  ## $    #
##  #####   ##
##.@   #  # ##
##$       ## #
## # $    .  #
#.$  # ##    #
## #   ## ####
##############",14,11,4,1,"positive",15774549887288796193
"##############
#      #######
##   ##.     #
###  ## $  @ #
##  #####   ##
##.    #  # ##
##$       ## #
## # $    .  #
#.$  # ##    #
## #   ## ####
##############",14,11,4,1,"positive",15774549887288796193
"##############
#      #######
##   ##.   @ #
###  ## $    #
##  #####   ##
##.    #  # ##
##$       ## #
## # $    .  #
#.$  # ##    #
## #   ## ####
##############",14,11,4,1,"positive",15774549887288796193
"##############
#      #######
##   ##.     #
###  ## $    #
##  #####   ##
##.    #  # ##
##$@      ## #
## # $    .  #
#.$  # ##    #
## #   ## ####
##############",14,11,4,1,"positive",15774549887288796193
"##############
#      #######
##   ##.     #
###@ ## $    #
##  #####   ##
##.    #  # ##
##$       ## #
## # $    .  #
#.$  # ##    #
## #   ## ####
##############",14,11,4,1,"positive",15774549887288796193
"###########
## # ..# .#
#      ## #
## #   #  #
#     # . #
# ## ###  #
# ##..### #
# $  #### #
# #$ #### #
#.. $$$   #
# $ ## #$##
# #$#     #
# @ #### ##
###########",11,14,8,0,"easy_negative",6136414370928747888
"###########
### .  ## #
###$ #.#  #
#@$$###   #
### .  #$##
## . $.   #
######## ##
###########",11,8,5,0,"easy_negative",17307677834610594453
"###########
######  ###
# # ##  ###
#.$$$ .$  #
## # .@$ ##
#######$.##
#    . . ##
###########",11,8,6,0,"easy_negative",11157337038881515039
"###########
### ##    #
###$##.####
#.. $     #
##. $$ ## #
###  #$#  #
## .   ####
# @$$  # ##
#  # #  . #
# ######.##
###########",11,11,7,0,"easy_negative",4819651384491836804
"###########
# . # # . #
##.$ $$$  #
#####$#####
# . #$#.. #
# # @.$ ###
#   # # ###
###########",11,8,7,0,"easy_negative",4904340409090150926
"###########
#         #
###  #  # #
###       #
##.  # $  #
##. ##### #
##   # ##.#
#   $ $ $ #
#  @.   # #
#   #######
###########",11,11,4,1,"positive",10874503447943295042
"###########
## #  .  .#
# $   # # #
## # ## $ #
# $# # .#@#
#  #### # #
#  # #. # #
#### ## $ #
## # ## $ #
##.       #
###########",11,11,5,0,"easy_negative",3290595450427456129
"###########
#         #
###  #  # #
###       #
##.  # $  #
##. ##### #
##   # ##.#
#   $ $ $ #
#   .   # #
#@  #######
###########",11,11,4,1,"positive",10874503447943295042
"###########
#         #
###  #  # #
###       #
##.  # $ .#
##. ##### #
##   # ## #
#   $ $ $ #
#   .   # #
#@  #######
###########",11,11,4,1,"positive",10874503447943295042
"###########
#         #
###  #  # #
###       #
##.  # $ .#
##. ##### #
##   #@## #
#   $ $ $ #
#   .   # #
#   #######
###########",11,11,4,1,"positive",10874503447943295042
"###########
#         #
###  #  # #
###       #
##.  # $ .#
##  ##### #
##   #@## #
#   $ $ * #
#   .   # #
#   #######
###########",11,11,4,1,"positive",10874503447943295042
"###########
## ###. ###
#     # ###
##$# ##   #
##.#.## ###
#     #.###
## #$   . #
####   $  #
## $ # ####
#  $ $  @ #
######$# .#
#   # .## #
#      #  #
###########",11,14,7,0,"easy_negative",11245683178575768409
"########
#...#@.#
## $#  #
### #. #
#  $ $ #
# #$ # #
# $   .#
##$$#  #
##$.# ##
##. ####
########",8,11,8,0,"easy_negative",15656640903048044811
"##############
#.   #  . #  #
# # ### # ## #
# $@.#    #  #
#  $ . #$    #
# #  ### #$ ##
#### ##### ###
##############",14,8,4,0,"easy_negative",17937257390358543340
"###########
## #.   . #
#. $$$ ##.#
## # $ ## #
# $$ $#  ##
# ##  # ###
#@##. #  ##
#.  # $   #
#.  #   # #
#   #  .  #
###########",11,11,8,0,"easy_negative",18283898929156847983
"##############
## #         #
#            #
## #  $#######
#   # @## ####
# # #  #   $.#
#   # .   $  #
# .$    .  # #
####$#  # $# #
#    . .   # #
##############",14,11,6,1,"positive",11100643308416997473
"##############
## #         #
#            #
## #  $#######
#   # @## ####
# # #  #   $.#
#   # .   $  #
# .$$   .  # #
####$#  #  # #
#    . .   # #
##############",14,11,6,0,"hard_negative",11100643308416997473
"########
#####.##
## $ $.#
# $.#@##
##$## ##
#  $ . #
## ##.##
# $.## #
# $ ## #
# .    #
########",8,11,7,0,"easy_negative",7976975348480871790
"########
#   ####
#   .$ #
#  $.  #
### ####
##    ##
##  @  #
#  # # #
#  #.# #
#  #$# #
# ##   #
# ##$  #
#    . #
########",8,14,4,1,"positive",9864347848582164143
"########
#   ####
#   .$ #
#  $.  #
### ####
##    ##
## @   #
#  # # #
#  #.# #
#  #$# #
# ##   #
# ##$  #
#    . #
########",8,14,4,1,"positive",9864347848582164143
"########
#   ####
#   .$ #
#  $.  #
### ####
##    ##
##     #
# @# # #
#  #.# #
#  #$# #
# ##   #
# ##$  #
#    . #
########",8,14,4,1,"positive",9864347848582164143
"########
#   ####
#   .$ #
#  $.  #
### ####
##    ##
##     #
# @# # #
#  #.# #
# .#$# #
# ##   #
# ##$  #
#      #
########",8,14,4,1,"positive",9864347848582164143
"########
#   ####
#   .$ #
#  $.  #
###@####
##    ##
##     #
#  # # #
#  #.# #
# .#$# #
# ##   #
# ##$  #
#      #
########",8,14,4,1,"positive",9864347848582164143
"##############
####  ###. ###
# .#  ### # ##
#     #@$$#$.#
### ### $ $..#
###$ #. #$####
#     .      #
##############",14,8,7,0,"easy_negative",12836306615947070120
"########
#.##   #
#  #$#.#
#   @$ #
#.$ #$##
# .#   #
##### ##
########",8,8,4,0,"easy_negative",1143180910216390923
"########
# . ####
#.$ $$ #
# $ .  #
##.##  #
# $ # .#
##.##  #
#   ####
#   @  #
# . $ .#
###$## #
## $# ##
#     ##
########",8,14,8,0,"easy_negative",10669205534683980392
"########
#.######
# ### ##
#@  #. #
# $$ $ #
# #$.# #
#  .   #
########",8,8,4,0,"easy_negative",13111950299057146224
"##############
## ## # ##  ##
#   .   ##  ##
##.## #    ###
# ### # $ #  #
# ##### ###$ #
#   @   ###  #
## ##        #
#.$ #   #  # #
## ###       #
## $         #
##      #.#  #
##  ###   ## #
##############",14,14,4,0,"easy_negative",14647507522176398331
"########
##   ###
## .$ ##
##  .  #
### #$ #
##@$#. #
##  #  #
########",8,8,3,1,"positive",9967809462052722489
"########
##   ###
## .$ ##
##  . @#
### #$ #
## $#. #
##  #  #
########",8,8,3,0,"hard_negative",9967809462052722489
"########
##.  ###
## .$ ##
##     #
### #$ #
##@$#. #
##  #  #
########",8,8,3,1,"positive",9967809462052722489
"########
##.  ###
## .$ ##
##     #
###.#$ #
##@$#  #
##  #  #
########",8,8,3,0,"hard_negative",9967809462052722489
"########
##.  ###
## .$ ##
##   $ #
### #$ #
##@ #. #
##  #  #
########",8,8,3,0,"hard_negative",9967809462052722489
"########
##.  ###
## .$ ##
##     #
### #$ #
## $#.@#
##  #  #
########",8,8,3,0,"hard_negative",9967809462052722489
"########
##.  ###
## .$ ##
##     #
### #$ #
## $#. #
##@ #  #
########",8,8,3,1,"positive",9967809462052722489
"########
##. @###
## .$ ##
##     #
### #$ #
## $#. #
##  #  #
########",8,8,3,0,"hard_negative",9967809462052722489
"########
##.  ###
## .$ ##
## $   #
### #$ #
##  #. #
##@ #  #
########",8,8,3,1,"positive",9967809462052722489
"########
##.  ###
## .$ ##
## $   #
### #$ #
##  #.@#
##  #  #
########",8,8,3,0,"hard_negative",9967809462052722489
"########
##   ###
## .$ ##
## $ . #
### #$ #
##  #. #
##@ #  #
########",8,8,3,1,"positive",9967809462052722489
"##############
# ##  .    . #
#  ####$ ##  #
# $$$..$#### #
#### $@$##  .#
##  ###$## ###
# ..    .  ###
##############",14,8,8,0,"easy_negative",2978116458713903222
"########
######.#
## ##  #
# $# $ #
#..$$$ #
# #$#@.#
# . ##.#
########",8,8,6,0,"easy_negative",12443842975747471015
"###########
#    ## # #
# #  # $# #
#   $##$# #
#..  $  . #
##  #.  #@#
### ###   #
###$ ###  #
##  . ### #
####  ##  #
###########",11,11,5,0,"easy_negative",6091003288984130011
"##############
## # @       #
#            #
## #  $#######
#   #  ## ####
# # #  #   $.#
#   # .   $  #
# .$    .  # #
####$#  # $# #
#    . .   # #
##############",14,11,6,1,"positive",11100643308416997473
