run_id,generation,pushes,board_string,width,height,boxes
28,5,11,"##############
# ### #.   # #
# ##    #  # #
#   # #. $ # #
#@# ###  #   #
# # $ $.## # #
# #      #   #
##############",14,8,3
28,7,13,"##############
# ### #    #@#
# ##    #$ # #
#   # #    # #
# # ###. #   #
# # $   ## # #
# #    . #   #
##############",14,8,2
28,9,17,"##############
# ### #.  .# #
# ## .$ #  # #
#   # #  $ # #
#@# ###  #   #
# # $ $.## # #
# #      #   #
##############",14,8,4
28,10,18,"##############
# ### #.  .# #
# ## .$ #$ # #
#   # #. $ # #
#@# ###  #   #
# # $ $.## # #
# #      #   #
##############",14,8,5
28,17,20,"##############
# ### #.  .# #
# ## .$ #$.# #
#  @# #. $ # #
# # ###  #   #
# # $ $ ## # #
# #      #   #
##############",14,8,5
28,23,24,"##############
# ### #+  .# #
# ## .$ #$ # #
#   # #. $ # #
# # ###  #   #
# # $ $ ## # #
# #     .#   #
##############",14,8,5
28,29,25,"##############
# ### #.  .# #
# ##. $ #$ # #
#   # #.@$ # #
# # ###  #   #
# # $ $ ## # #
# #     .#   #
##############",14,8,5
28,42,26,"##############
# ### #   .# #
# ##. $.#$ # #
#   # #. $ # #
# # ###  #@  #
# # $ $ ## # #
# #     .#   #
##############",14,8,5
28,48,27,"##############
# ### #.  .# #
# ##. $ #$ # #
#   # # *  # #
# #@###  #   #
# # $ $ ## # #
# #     .#   #
##############",14,8,5
29,0,9,"########
#      #
###   ##
### $###
## #   #
#    ###
## # ###
# @    #
#### ###
#   .###
########",8,11,1
29,2,14,"########
#      #
###   ##
###  ###
## #.  #
#  $ ###
## #$###
# @    #
#### ###
#   .###
########",8,11,2
29,7,16,"########
#      #
### . ##
###  ###
## #   #
#  $ ###
##@#$###
#      #
#### ###
#   .###
########",8,11,2
29,8,20,"########
#      #
###   ##
###  ###
## #   #
#  $ ###
##@#*###
#      #
#### ###
#   .###
########",8,11,2
29,12,22,"########
#      #
###   ##
###  ###
## #   #
#  $ ###
##@#*###
#  $ . #
#### ###
#   .###
########",8,11,3
29,16,23,"########
#      #
###   ##
###  ###
## #   #
#  $ ###
## #$###
# @   .#
#### ###
#   .###
########",8,11,2
29,19,24,"########
#      #
###   ##
###  ###
## #   #
#  $ ###
## #$###
# @ $..#
#### ###
#   .###
########",8,11,3
29,20,25,"########
#      #
###   ##
###  ###
## #   #
#  $ ###
## #$###
#@$  . #
####.###
#   .###
########",8,11,3
30,0,20,"##############
## ###     . #
#   #   ###  #
## ##   #### #
#   ##      ##
# # #   #   ##
#   ###### ###
## #   ##  ###
#    #@ #  ###
## #   ##    #
#   ###    $ #
###       #  #
###    ##### #
##############",14,14,1
30,1,24,"##############
## ###     . #
#   #   ###  #
## ##   #### #
#   ##      ##
# # #   #   ##
#   ###### ###
## #   ##  ###
#    #@ #  ###
## #   ##    #
#   ###    $ #
### .   $ #  #
###    ##### #
##############",14,14,2
30,2,32,"##############
## ###     . #
#   #   ###  #
## ##  .#### #
#   ##      ##
# # #   #   ##
#   ###### ###
## #   ##  ###
#@   #  #  ###
## #   ## $  #
#   ###   $  #
###       #  #
###    ##### #
##############",14,14,2
30,3,35,"##############
## ###     . #
# @ # . ###  #
## ##   #### #
#   ##      ##
# # #   #   ##
#   ###### ###
## #   ## $###
#    #  #$ ###
## #   ##    #
#   ###      #
###       #  #
###    ##### #
##############",14,14,2
30,4,36,"##############
## ###     . #
#   #   ###  #
## ##  .#### #
#   ##      ##
# # #   #   ##
#   ###### ###
## #   ##  ###
#@   #  #  ###
## #   ## $  #
#   ###   $  #
###  . $  #  #
###    ##### #
##############",14,14,3
30,6,51,"##############
## ###     . #
#   #  .###  #
## ##  .#### #
#   ##      ##
#@# #   #   ##
#   ###### ###
## #   ##  ###
#    #  #  ###
## #   ##$$  #
#   ###   $  #
###       #  #
###    ##### #
##############",14,14,3
30,9,63,"##############
## ###     . #
#   #  .###  #
## ##  .#### #
#   ##  .   ##
#@# #   #   ##
#   ###### ###
## #   ##  ###
#    #  #  ###
## #   ##$$  #
#   ### $ $  #
###       #  #
###    ##### #
##############",14,14,4
30,12,66,"##############
## ###     . #
#   #  .###  #
## ## ..#### #
#   ##      ##
#@# #   #   ##
#   ###### ###
## #   ##  ###
#    #  #  ###
## #   ##$$  #
#   ### $ $  #
###       #  #
###    ##### #
##############",14,14,4
30,15,76,"##############
## ###     ..#
#   #  .###  #
## ## ..#### #
#   ## $    ##
#@# #   #   ##
#   ###### ###
## #   ##  ###
#    #  #  ###
## #   ##$$  #
#   ### $ $  #
###       #  #
###    ##### #
##############",14,14,5
30,24,80,"##############
## ###   . ..#
#   #  .###  #
## ## . #### #
#   ## $    ##
# # #   #   ##
#   ###### ###
## #   ##  ###
#    #  #  ###
## #@  ##$$  #
#   ### $ $  #
###       #  #
###    ##### #
##############",14,14,5
30,33,81,"##############
## ###   . ..#
#   #  .###  #
## ## . #### #
#   ##  $   ##
# # #   #   ##
#   ###### ###
## #   ##  ###
#    #  #  ###
## #   ##$$  #
#   ### $ $  #
###       #  #
###@   ##### #
##############",14,14,5
30,53,82,"##############
## ###   . ..#
#   #  .###  #
## ##  .#### #
#   ## $    ##
# # #   #   ##
#   ###### ###
## #  @##  ###
#    #  #$ ###
## #   ## $  #
#   ### $ $  #
###       #  #
###    ##### #
##############",14,14,5
31,0,9,"##############
#         ####
#  @ #   # # #
####    ##   #
## ### ### $ #
#   ##  #  # #
## #         #
#    # # # # #
##  ###    # #
###  # # # # #
#       ##   #
# # ## # #.  #
###### #     #
##############",14,14,1
31,1,12,"##############
#         ####
#    #   # # #
####    ##@  #
## ### ###   #
#   ##  #  # #
## # .       #
#    # # # # #
##  ###  $ # #
###  # # #$# #
#       ##.  #
# # ## # #   #
###### #     #
##############",14,14,2
31,2,16,"##############
#         ####
#    #   # # #
####  $ ##@  #
## ### ###   #
#   ##. #  # #
## # .       #
#    # # # # #
##  ###  $ # #
###  # # #$# #
#       ##.  #
# # ## # #   #
###### #     #
##############",14,14,3
31,3,17,"##############
#         ####
#    #   # # #
####    ##@  #
## ###$###   #
#   ##. #  # #
## # .       #
#    # # # # #
##  ###  $ # #
###  # # #$# #
#       ##.  #
# # ## # #   #
###### #     #
##############",14,14,3
31,4,19,"##############
#         ####
#    # $ # # #
####    ##   #
## ###$###   #
#   ##  # $# #
## # ..      #
#    # # # # #
##  ###    # #
###@ # # # # #
#       ##   #
# # ## # #.  #
###### #     #
##############",14,14,3
31,5,21,"##############
#         ####
#    #   # # #
####    ##   #
## ###$### $ #
#   ##  # $# #
## # ..      #
#    # # # # #
##  ###    # #
###@ # # # # #
#       ##   #
# # ## # #.  #
###### #     #
##############",14,14,3
31,8,22,"##############
#         ####
#    #   # # #
####    ##   #
## ###$###$$ #
#   ##  #  # #
## # ..      #
#    # # # # #
##  ###    # #
###  # # # # #
#       ##   #
# # ## # #.  #
###### #  @  #
##############",14,14,3
31,9,25,"##############
#         ####
#    # $ # # #
####    ##   #
## ###$### $ #
#   ##. # $# #
## # ..      #
#    # # # # #
##  ###    # #
###  # # # # #
#       ##   #
# # ## # #.  #
###### #  @  #
##############",14,14,4
31,12,30,"##############
#         ####
#    # $ # # #
####    ##   #
## ###$### $ #
#   ##. # $# #
## # ..    $ #
#    # # # # #
##  ###    # #
###  # # # # #
#       ##.  #
# # ## # #.  #
###### #  @  #
##############",14,14,5
31,15,35,"##############
#         ####
#    # $ # # #
####    ##   #
## ###$### $ #
#   ##  #  # #
## # ..  $ $ #
#    # # # # #
##  ###    # #
###  # # # # #
#       ##.  #
# # ## # #.  #
###### #. @  #
##############",14,14,5
31,17,36,"##############
#         ####
#    # $ # # #
####    ##   #
## ###$### $ #
#   ##. #  # #
## # ..  $$$ #
#    # # # # #
##  ###    # #
###  # # # # #
#       ##.  #
# # ## # #.  #
###### #. @  #
##############",14,14,6
31,20,38,"##############
#         ####
#    # $ # # #
####    ##   #
## ###$### $ #
#   ##. #  # #
## # ..  $$$ #
#    # # # # #
##  ###    # #
###  # # # # #
#@      ##   #
# # ## # #.  #
###### #.   .#
##############",14,14,6
31,24,41,"##############
#         ####
#    # $ # # #
####    ##   #
## ###$### $ #
#   ##  #  # #
## # ..  $$$ #
#    # # # # #
##  ###    # #
###  # # # # #
#       ##.  #
#@# ## # #.  #
###### #.   .#
##############",14,14,6
31,26,43,"##############
#         ####
#    # $ #@# #
####    ##   #
## ###$### $ #
#   ##. #  # #
## # ..$ $$$ #
#    # # # # #
##  ###    # #
###  # # # # #
#       ##.  #
# # ## # #   #
###### #..  .#
##############",14,14,7
31,34,44,"##############
#         ####
#    # $ #@# #
####    ##   #
## ###$### $ #
#   ##. # $# #
## # ..$ $ $ #
#    # # # # #
##  ###    # #
###  # # # # #
#       ##.  #
# # ## # #   #
###### #..  .#
##############",14,14,7
31,38,46,"##############
#         ####
#    # $ # # #
####    ##   #
## ###$### $ #
#   ##. # $# #
## # .$    $ #
# @  # # # # #
##  ###    # #
###  # # # # #
#       ##.  #
# # ## # #   #
###### #..  .#
##############",14,14,6
31,48,47,"##############
# .       ####
#    # $ # # #
####  $ ##   #
## ### ### $ #
#   ##  # $# #
## # .$    $ #
#    # # # # #
##  ###    # #
###  # # # # #
#       ##.  #
# # ## # #   #
######@#..  .#
##############",14,14,6
31,53,48,"##############
#         ####
#    # $ # # #
####.   ##   #
## ###$### $ #
# . ##  # $# #
## # .$    $ #
# $  # # # # #
##  ###    # #
###  # # # # #
#    @  ##.  #
# # ## # #   #
###### #..  .#
##############",14,14,7
31,57,49,"##############
#         ####
#    # $ # # #
####.   ##   #
##.###$### $ #
#   ##  # $# #
## # .$    $ #
# $  # # # # #
##  ###    # #
###  # # # # #
#    @  ##.  #
# # ## # #   #
###### #..  .#
##############",14,14,7
31,67,50,"##############
#         ####
#    # $ # # #
####.   ##   #
## ###$### $ #
# . ##  # $# #
## # .$    $ #
# $  # # # # #
##  ###    # #
###  # # # # #
#    @  ##   #
# # ## # #   #
###### #... .#
##############",14,14,7
32,0,5,"########
#.     #
#   ##@#
#  $## #
# #    #
# # ####
# #    #
########",8,8,1
32,1,8,"########
#   .  #
#  .## #
# $$## #
#@#    #
# # ####
# #    #
########",8,8,2
32,2,9,"########
#      #
#   ## #
#   ## #
# # $. #
# #$####
# #.  @#
########",8,8,2
32,3,11,"########
#      #
# $ ## #
#  .## #
# # $. #
# #$####
# #.  @#
########",8,8,3
32,7,13,"########
#    . #
# $ ## #
#   ## #
# # $. #
# #$####
# #.  @#
########",8,8,3
32,9,14,"########
#     .#
# $ ## #
#   ## #
# #.$  #
# #$####
# #.  @#
########",8,8,3
32,18,15,"########
#    ..#
# $ ## #
#   ## #
# # $  #
# #$####
# #.  @#
########",8,8,3
32,28,16,"########
#     .#
# $ ## #
#   ## #
# # $  #
# #$####
#.#.  @#
########",8,8,3
32,29,17,"########
#     .#
# $ ## #
#   ## #
# #  $ #
# #$####
#.#.  @#
########",8,8,3
32,35,18,"########
#     .#
# $ ## #
# $ ## #
# # $. #
# #$####
#.#.  @#
########",8,8,4
32,43,19,"########
#     .#
# $ ## #
# $ ## #
# # $ .#
# #$####
#.#.@  #
########",8,8,4
33,0,6,"########
####.###
##@  ###
#      #
#   #  #
# #$# ##
#   ####
########",8,8,1
33,2,8,"########
#### ###
## ..###
# $ $  #
#   #  #
# # #@##
#   ####
########",8,8,2
33,3,10,"########
#### ###
##  .###
# $ $ .#
#   #  #
# # #@##
#   ####
########",8,8,2
33,4,11,"########
#### ###
##  .###
# $  $.#
#   #  #
# # #@##
#   ####
########",8,8,2
33,6,13,"########
#### ###
## ..###
# $ $ .#
#   #  #
# #$#@##
#   ####
########",8,8,3
33,8,15,"########
#### ###
##  .###
# $  *.#
#   #  #
# #$#@##
#   ####
########",8,8,3
33,18,16,"########
####.###
##  .###
# $  $.#
#   # @#
# #$# ##
#   ####
########",8,8,3
34,0,11,"###########
#   #######
##   # #  #
####      #
#   ### ###
#    $   ##
#   @     #
#### ##  ##
#     #  ##
#      . ##
# #    #  #
# # ##### #
# #    #  #
###########",11,14,1
34,1,16,"###########
#   #######
##   # #  #
####      #
#   ### ###
#        ##
#      $  #
#### ##$@##
#.    #  ##
# .      ##
# #    #  #
# # ##### #
# #    #  #
###########",11,14,2
34,2,18,"###########
#   #######
##   # #  #
####      #
#   ### ###
#       .##
#         #
####$##  ##
#     # .##
#     $  ##
# #    #  #
# # ##### #
# #   @#  #
###########",11,14,2
34,3,22,"###########
#   #######
##   # #  #
####      #
#   ### ###
#       .##
#         #
#### ##  ##
#     # .##
#     $  ##
# #$   #  #
# # ##### #
# #   @#  #
###########",11,14,2
34,4,29,"###########
#   #######
##   # #  #
####      #
#   ###@###
#     $  ##
# $  $    #
####$##  ##
# .   #  ##
# .   .  ##
# #  . #  #
# # ##### #
# #    #  #
###########",11,14,4
34,5,30,"###########
#   #######
##   # #  #
####      #
#   ### ###
#       .##
#       . #
####$##  ##
#     # .##
#   $ $  ##
# #@$. #  #
# # ##### #
# #    #  #
###########",11,14,4
34,6,34,"###########
#   #######
##   # #  #
####      #
#   ###@###
# $   $  ##
#  $      #
####$##  ##
# $   #  ##
# .  ..  ##
# #  . #  #
# #.##### #
# #    #  #
###########",11,14,5
34,7,35,"###########
#   #######
##   # #  #
####      #
#   ###@###
# $   $  ##
# $  $    #
####$##  ##
# ..  #  ##
# .   .  ##
# #  . #  #
# # ##### #
# #    #  #
###########",11,14,5
34,8,46,"###########
#   #######
##   # #  #
####      #
#   ###@###
# $ $ $  ##
#  $      #
####$##  ##
# $   #  ##
# .  ..  ##
# #. . #  #
# #.##### #
# #    #  #
###########",11,14,6
34,10,47,"###########
#   #######
##   # #  #
####      #
#   ###@###
# $ $ $  ##
#  $  $   #
#### ##  ##
# $   #  ##
# .  ..  ##
# #. . #  #
# #.##### #
# #    #  #
###########",11,14,6
34,22,49,"###########
#   #######
##  @# #  #
####      #
#   ### ###
# $ $ $  ##
#  $  $   #
#### ##  ##
# $   #  ##
# .  ..  ##
# #.   #  #
# #.##### #
# #.   #  #
###########",11,14,6
34,25,54,"###########
#   #######
##  @# #  #
####      #
#   ###$###
# $ $ $  ##
#  $  $   #
#### ##  ##
# $.. #  ##
# .  .   ##
# #.   #  #
# #.##### #
# #.   #  #
###########",11,14,7
34,27,57,"###########
#   #######
##  @# #  #
####      #
#   ###$###
# $ $ $  ##
#  $  $   #
#### ##  ##
#  .. #$ ##
# .  .   ##
# #.   #  #
# #.##### #
# #.   #  #
###########",11,14,7
34,31,59,"###########
#   #######
##   # #  #
####   @  #
#   ### ###
# $ $ $  ##
#  $  $   #
#### ##  ##
#  .$ #$ ##
# .  .   ##
#.#    #  #
# #.##### #
#.#.   #  #
###########",11,14,7
34,36,61,"###########
#   #######
##   # #  #
####      #
#   ### ###
# $ $ $  ##
#  $  $$  #
#### ## @##
#  .$ #  ##
# .      ##
# #..  #  #
# #.##### #
#.#.   #  #
###########",11,14,7
34,38,62,"###########
#   #######
##   # #  #
####   @  #
#   ### ###
# $ $ $  ##
#  $  $$  #
#### ##  ##
#  .  #  ##
#        ##
# #.   #  #
#.#.##### #
#.#.   #  #
###########",11,14,6
34,41,63,"###########
#@  #######
##   # #  #
####      #
#   ### ###
# $ $ $  ##
#  $  $$  #
#### ##  ##
#  .  #  ##
#.       ##
# #    #  #
#.#.##### #
#.#.   #  #
###########",11,14,6
34,48,64,"###########
#   #######
##   # #  #
####      #
#   ### ###
# $ $ $  ##
#  $ $ $  #
#### ##  ##
#  .  #  ##
#.       ##
# #    # @#
#.#.##### #
#.#.   #  #
###########",11,14,6
34,56,65,"###########
#   #######
##   # #  #
####      #
#   ### ###
# $ $ $  ##
#  $ $ $  #
#### ##  ##
#  .  #@ ##
#..      ##
# # $  #  #
#.#.##### #
#.#.   #  #
###########",11,14,7
34,60,66,"###########
#   #######
##   # #  #
####      #
#   ### ###
# $ $ $  ##
#  $ $ $  #
#### ##  ##
#  .  #@ ##
#..      ##
#.# $  #  #
#.# ##### #
#.#.   #  #
###########",11,14,7
34,65,68,"###########
#   #######
##   # #  #
####      #
#   ### ###
# $ $ $  ##
#  $ $ $  #
#### ##  ##
#  .$ #@ ##
#..      ##
#.#    #  #
#.# ##### #
#.#.   #  #
###########",11,14,7
35,0,15,"##############
#    ## ##   #
# #  #   ### #
#    ##   ## #
#            #
# #   @##  # #
####   ##    #
#    ##   #$##
# ##.##      #
# ##      # ##
##############",14,11,1
35,1,16,"##############
#    ## ##   #
# #  #   ### #
#    ##.$ ## #
#            #
# #   @##  # #
####   ##    #
#    ##   #$##
# ##.##      #
# ##      # ##
##############",14,11,2
35,2,27,"##############
#    ## ##   #
# #  #   ### #
#    ##   ## #
#            #
# #   @##  # #
#### . ##  $ #
#    ##   #$##
# ##.##      #
# ##      # ##
##############",14,11,2
35,3,28,"##############
#    ## ##   #
# #  #   ### #
#    ##$  ## #
# . .       @#
# #    ## $# #
####   ##    #
#    ##   #$##
# ##.##      #
# ##      # ##
##############",14,11,3
35,5,30,"##############
#    ## ##   #
# #  #   ### #
#    ##$  ## #
# . .       @#
# #    ##.$# #
####   ##    #
#    ##  $#$##
# ##.##      #
# ##      # ##
##############",14,11,4
35,6,40,"##############
#    ## ##   #
# #. #   ### #
#    ##$  ## #
# . .      $@#
# #    ##.$# #
####   ##    #
#    ##  $#$##
# ##.##      #
# ##      # ##
##############",14,11,5
35,8,52,"##############
#    ## ##   #
# #$ #   ### #
#   .##$  ## #
# . .  $    @#
# #   .##.$# #
#### . ##  $ #
#    ##  $#$##
# ##.##      #
# ##      # ##
##############",14,11,7
35,10,56,"##############
#    ## ##   #
# #.$#   ### #
#    ##$  ## #
# . .      $@#
# #    ##.$# #
####.  ##    #
#   .## $$#$##
# ##.##      #
# ##      # ##
##############",14,11,7
35,12,60,"##############
#    ## ##   #
# #. #   ### #
#    ##$  ## #
# . .      $ #
# #    ## $# #
####.  ##    #
#   .## $$#$##
# ##.## @    #
# ##      # ##
##############",14,11,6
35,13,62,"##############
#    ## ##   #
# #. #   ### #
# .  ##$  ## #
# . .      $ #
# #    ## $# #
####.$ ##    #
#   .## $$#$##
# ##.## @    #
# ##      # ##
##############",14,11,7
35,16,64,"##############
#    ## ##   #
# #. #   ### #
#    ##$  ## #
# . .$     $ #
# #  . ## $# #
#### . ##    #
#   .## $$#$##
# ##.## @    #
# ##      # ##
##############",14,11,7
35,17,65,"##############
# .  ## ##   #
# #. #   ### #
# .  ##$  ## #
#   .      $ #
# #    ## $# #
####.$ ##  @ #
#   .## $$#$##
# ##.##      #
# ##      # ##
##############",14,11,7
35,20,72,"##############
# .  ## ##   #
# #. #   ### #
# .  ##$  ## #
#   .      $ #
# #    ##$$# #
####.  ##  @ #
#   .## $$#$##
# ##.##      #
# ##      # ##
##############",14,11,7
35,21,75,"##############
# .  ## ##   #
# #. #   ### #
# .  ##$  ## #
#    .     $ #
# #    ## $# #
####.  ##    #
#@  .## $$#$##
# ##.## $    #
# ##      # ##
##############",14,11,7
35,24,76,"##############
# .. ## ##   #
# #  #   ### #
# .  ##$  ## #
#  @ .     $ #
# #    ## $# #
####.  ##    #
#   .## $$#$##
# ##.## $    #
# ##      # ##
##############",14,11,7
35,31,79,"##############
# .. ## ##   #
# #  #   ### #
# .  ##$  ## #
#          $ #
# #.   ## $# #
####.  ##    #
#   .## $$#$##
# ##.## $    #
# ## @    # ##
##############",14,11,7
35,37,80,"##############
#... ## ##   #
# #  #   ### #
#    ##   ## #
#    . $   $ #
#.#   @## $# #
####.  ##    #
#   .## $$#$##
# ## ## $    #
# ##      # ##
##############",14,11,7
35,41,83,"##############
#... ## ##   #
#.#  #   ### #
#    ##   ## #
#    . $   $ #
#.#    ## $# #
####   ##    #
#   .## $$#$##
# ##@## $    #
# ##      # ##
##############",14,11,7
35,42,85,"##############
#... ## ##   #
# #  #   ### #
#    ##   ## #
#      $   $ #
#.#   @## $# #
####.  ##    #
#   .## $$#$##
# ##.## $    #
# ##      # ##
##############",14,11,7
35,46,86,"##############
#..  ## ##   #
#.#  #   ### #
#    ##   ## #
#      $   $ #
#.#    ## $# #
####.  ##    #
#   .## $$#$##
# ##.## $    #
# ##      #@##
##############",14,11,7
35,47,87,"##############
#... ## ##   #
#.#  #   ### #
#    ##   ## #
#      $   $ #
#.#    ## $# #
####.  ##    #
#   @## $$#$##
# ##.## $    #
# ##      # ##
##############",14,11,7
35,63,88,"##############
#... ## ##   #
#.#  #   ### #
#    ##   ## #
#@     $   $ #
# #    ## $# #
####  .##    #
#   .## $$#$##
# ##.## $    #
# ##      # ##
##############",14,11,7
36,0,11,"##############
##   @      .#
## $##     ###
##  ## ### ###
###     ##  ##
##      #  ###
#   ### ##  ##
##############",14,8,1
36,2,14,"##############
##           #
## .##   $ ###
##  ##$### ###
### .   ##  ##
##      #@ ###
#   ### ##  ##
##############",14,8,2
36,3,21,"##############
##           #
## .## $ $ ###
## .##$### ###
### .   ##  ##
##      #@ ###
#   ### ##  ##
##############",14,8,3
36,7,24,"##############
##          .#
##@.## $ $ ###
## .##$### ###
###     ##  ##
##      #  ###
#   ### ##  ##
##############",14,8,3
36,8,25,"##############
##          .#
##@.## $ $ ###
## .##$### ###
###.$   ##  ##
##      #  ###
#   ### ##  ##
##############",14,8,4
36,9,26,"##############
##         ..#
##@ ## $ $ ###
## .##$### ###
###.$   ##  ##
##      #  ###
#   ### ##  ##
##############",14,8,4
36,10,28,"##############
##          .#
##@.## $ $ ###
## .##$### ###
###.$ $ ##  ##
##    . #  ###
#   ### ##  ##
##############",14,8,5
36,12,29,"##############
##         ..#
##  ## $ $ ###
## .##$### ###
###. .$ ##  ##
## $    #  ###
#@  ### ##  ##
##############",14,8,5
36,13,35,"##############
##         ..#
##  ## $ $ ###
## .##$### ###
###.$ $ ##  ##
## $ .  # .###
#@  ### ##  ##
##############",14,8,6
36,14,43,"##############
##         ..#
## .## $ $ ###
## .##$###$###
###.$ $ ##  ##
## $ .  # .###
#@  ### ##  ##
##############",14,8,7
36,18,44,"##############
##         ..#
## .## $ $ ###
## .##$###$###
###.$ $ ##  ##
##.$    # .###
#@  ### ##  ##
##############",14,8,7
36,22,45,"##############
##      .  ..#
## .## $ $$###
## .##$### ###
###.$ $ ##  ##
##@$    # .###
#   ### ##  ##
##############",14,8,7
36,23,48,"##############
##      .   .#
## .## $ $$###
## .##*### ###
###.$ $ ##  ##
##@$    # .###
#   ### ##  ##
##############",14,8,7
36,24,50,"##############
##      .   .#
## .## $ $$###
## .##$### ###
###.$ $ ##  ##
##@$  . # .###
#   ### ##  ##
##############",14,8,7
36,29,51,"##############
##     .    .#
## .## $ $$###
## .##$### ###
###.$ $ ##  ##
##@$  . # .###
#   ### ##  ##
##############",14,8,7
36,31,52,"##############
##     .    .#
## .##$$ $$###
## .## ### ###
###.$ $ ##  ##
##@$  . # .###
#   ### ##  ##
##############",14,8,7
36,52,53,"##############
##     .    .#
## .##$$ $$###
## .## ### ###
###.$ $ ##  ##
## $  . #  ###
#@  ### ##. ##
##############",14,8,7
37,0,13,"###########
#    ##   #
#  $ ####.#
####   ## #
###       #
## @ ## # #
#    ##   #
###########",11,8,1
37,2,17,"###########
#    ##   #
#  $ ####.#
####   ## #
###  @ .  #
##  $## # #
#    ##   #
###########",11,8,2
37,3,19,"###########
#    ##   #
#  $ ####.#
####   ## #
###  @  . #
## $ ## # #
#    ##   #
###########",11,8,2
37,5,22,"###########
#    ##   #
#  $ ####.#
####   ## #
###   $ . #
##  .##$# #
#    ##@  #
###########",11,8,3
37,6,23,"###########
#    ##   #
#  $ ####.#
####   ## #
###    $. #
##  .##$# #
#    ##@  #
###########",11,8,3
37,7,24,"###########
#    ##   #
# $  ####.#
####   ## #
###    $. #
##  .##$# #
#    ##@  #
###########",11,8,3
37,8,25,"###########
#    ##   #
#  $ ####.#
####   ## #
### $ . . #
##   ##$# #
# @  ##   #
###########",11,8,3
37,15,26,"###########
#    ##   #
# $  ####.#
####   ## #
###@$ . . #
##   ##$# #
#    ##   #
###########",11,8,3
37,16,28,"###########
#    ##   #
#  $ ####.#
####   ## #
### $   ..#
##@  ##$# #
#    ##   #
###########",11,8,3
37,23,29,"###########
#    ##  .#
#  $ #### #
####   ## #
### $   ..#
##@  ##$# #
#    ##   #
###########",11,8,3
37,28,30,"###########
#    ##   #
#  $ ####.#
####   ##.#
### $    .#
##   ##$# #
#  @ ##   #
###########",11,8,3
37,44,31,"###########
#    ##   #
# $  ####.#
####   ##.#
###@$    .#
##   ##$# #
#    ##   #
###########",11,8,3
37,58,33,"###########
#    ##  .#
# $  ####.#
####   ## #
### $    .#
##   ##$# #
#@   ##   #
###########",11,8,3
38,0,6,"##############
###.##       #
### #  ## ## #
#@     ## ## #
#   ####  # ##
# # $  #     #
#      #  # ##
##############",14,8,1
38,1,8,"##############
### ##       #
### #  ## ## #
#  @ . ## ## #
#   ####  # ##
# #  $ #   $.#
#      #  # ##
##############",14,8,2
38,2,9,"##############
###@##       #
###$#  ##.## #
#      ##$## #
#   ####  # ##
# #.   #     #
#      #  # ##
##############",14,8,2
38,3,11,"##############
###.##       #
### #  ## ## #
#@  .  ##$## #
#  $####  # ##
# # $  #  .  #
#      #  # ##
##############",14,8,3
38,4,12,"##############
### ##       #
### #  ## ## #
#  @ . ##$## #
#   ####  # ##
# #  $ #    .#
#      #  # ##
##############",14,8,2
38,5,13,"##############
###.##       #
### #  ## ## #
# $ ..@## ## #
# $ ####  # ##
# #  $ #     #
#      #  # ##
##############",14,8,3
38,7,18,"##############
###.##       #
### #  ##$## #
# $ .. ## ## #
# $ ####  # ##
# #  $ #   . #
#  @   #  # ##
##############",14,8,4
38,10,19,"##############
###.##       #
### #  ##$## #
#   .. ## ## #
# $ ####  # ##
# #$ $ #   . #
#  @   #  # ##
##############",14,8,4
38,11,20,"##############
###.##     @ #
### #  ##$## #
#   *. ## ## #
# $ ####  # ##
# #  $ #   . #
#      #  # ##
##############",14,8,4
38,16,21,"##############
###.##       #
###.#  ##$## #
# $ .. ## ## #
# $ ####  # ##
# #$ $ #   . #
#  @   #  # ##
##############",14,8,5
38,24,23,"##############
###.##       #
###.#  ##$## #
# $  ..## ## #
# $ ####  # ##
# #$ $ #   . #
#  @   #  # ##
##############",14,8,5
38,40,24,"##############
###.##       #
### #  ##$## #
# $  ..## ## #
# $ ####  # ##
#@#$ $ #   . #
#     .#  # ##
##############",14,8,5
39,0,7,"##############
#########    #
#  #   #   ###
# ##   #   ###
#    #       #
#  #### ##   #
# ## #  ######
#### $     . #
# #  #  #@ ###
#          ###
##############",14,11,1
39,1,10,"##############
#########    #
#  #   #   ###
# ##   #   ###
#    #.   $  #
#  #### ##   #
# ## # .######
####   @     #
# #  #$ #  ###
#          ###
##############",14,11,2
39,2,15,"##############
#########    #
#  #   #   ###
# ##   #   ###
#    #.   $  #
#  #### ##   #
# ## # .######
#### $ @  .  #
# #  #$ #  ###
#          ###
##############",14,11,3
39,5,19,"##############
#########    #
#  #   #   ###
# ##   #   ###
#    #.   $  #
#  #### ##   #
# ## #  ######
#### $ @     #
# #  #$ #  ###
#. .       ###
##############",14,11,3
39,6,20,"##############
#########    #
#  #   #   ###
# ##   #   ###
#    #.   $  #
#  #### ##   #
# ## #  ######
#### $ @    .#
# #  #$ #  ###
#.         ###
##############",14,11,3
39,7,21,"##############
#########    #
#  #   #   ###
# ##   #   ###
#    #.   $  #
#  #### ##   #
# ## #  ######
#### $ @    .#
# #  # $#  ###
#.         ###
##############",14,11,3
39,10,22,"##############
#########    #
#  #   #   ###
# ##   #  $###
#    #.      #
#  #### ##   #
# ## #  ######
#### $ @    .#
# #  # $#  ###
#.         ###
##############",14,11,3
